Start,Stop,Lat,Lon,av,IRI
1708511356.3,1708511356.89,10.8764267,106.8018341,9.952916606683283,2.3252429951988267
1708511357.3,1708511357.89,10.87642956,106.8018875,9.46455622254926,2.2111501511396563
1708511358.3,1708511358.88,10.87643433,106.8019409,10.563566960964252,2.384956988121735
1708511359.29,1708511359.88,10.87643719,106.802002,10.843351202747353,2.5332701382967984
1708511360.29,1708511360.87,10.87643814,106.8020554,10.301754300441585,2.325845124129727
1708511361.3,1708511361.88,10.87644005,106.8021164,10.13331757125967,2.287818749456432
1708511362.3,1708511362.87,10.87644196,106.8021774,10.42137253702964,2.2724182175711873
1708511363.29,1708511363.87,10.87644291,106.8022385,9.73539946677987,2.197978200692916
1708511364.3,1708511364.87,10.87644482,106.8023071,9.117543833486932,1.9881136225675087
1708511365.3,1708511365.86,10.87644386,106.8023682,9.527977953841459,2.005351191748999
1708511366.31,1708511366.87,10.87644577,106.8024292,9.684958555524242,2.038390860626394
1708511367.3,1708511367.87,10.87644672,106.8024979,10.106720536355995,2.2038072034283407
1708511368.31,1708511368.88,10.87644768,106.8025589,11.286471375550072,2.461058227255663
1708511369.29,1708511369.87,10.87644768,106.8026123,9.652332619631384,2.1792240530222755
1708511370.31,1708511370.88,10.87644577,106.8026733,9.743597470476018,2.1246286744437675
1708511371.3,1708511371.87,10.87644577,106.8027267,5.549047215513667,1.2099899449799374
1708511372.3,1708511372.87,10.87644291,106.8027802,7.259183073107391,1.582891293963414
1708511373.3,1708511373.87,10.87643814,106.8028336,13.741285015925143,2.9963372187370703
1708511374.3,1708511374.88,10.87643147,106.802887,9.702314443242681,2.1905103378313675
1708511375.29,1708511375.87,10.87642384,106.8029404,9.895836807016934,2.234200420194183
1708511376.3,1708511376.88,10.87641811,106.8029938,9.540928501286796,2.1540739209018755
1708511377.3,1708511377.88,10.87641048,106.8030472,10.492305249297909,2.3688680933523636
1708511378.3,1708511378.88,10.87639904,106.8031082,9.710682548387396,2.1923996211497743
1708511379.3,1708511379.88,10.8763876,106.8031616,9.868558095734599,2.2280434894842718
1708511380.3,1708511380.82,10.8763752,106.803215,9.739447565898637,1.7674808245793059
1708511381.3,1708511381.82,10.87636375,106.8032684,10.490823238536727,1.903837849395905
1708511382.31,1708511382.81,10.87635326,106.8033142,9.803492716600774,1.6448813282887205
1708511383.3,1708511383.82,10.87634182,106.8033524,9.877517400642734,1.7925372544960791
1708511384.29,1708511384.82,10.87632656,106.8033905,9.027708119389379,1.7019348570165065
1708511385.3,1708511385.81,10.87630367,106.8034286,10.592664521576555,1.8490952610886922
1708511386.3,1708511386.81,10.87626839,106.8034515,9.839566668416971,1.717631674322877
1708511387.29,1708511387.8,10.87622452,106.8034515,10.19489809768701,1.7796596617702987
1708511388.3,1708511388.8,10.87617874,106.8034515,9.383508139283517,1.5744141173294495
1708511389.3,1708511389.9,10.87613297,106.8034515,10.541170403204179,2.546861177627883
1708511390.3,1708511390.9,10.87608624,106.8034439,12.547314860322972,3.0315674520844778
1708511391.31,1708511391.9,10.87603855,106.8034363,7.438044646495833,1.737707839391217
1708511392.3,1708511392.89,10.87599087,106.8034286,9.667528755835068,2.2585694634770737
1708511393.3,1708511393.88,10.87594223,106.8034286,9.923737775081094,2.2405015126450136
1708511394.3,1708511394.81,10.87589264,106.803421,9.778643964158722,1.7069967784940538
1708511395.3,1708511395.89,10.87584114,106.80341339,10.035943261241423,2.344640037749799
1708511396.3,1708511396.89,10.87578773,106.80341339,10.063618653752895,2.3511056814520144
1708511397.3,1708511397.89,10.87573242,106.8034058,9.464542961463472,2.2111470530280117
1708511398.29,1708511398.88,10.87567616,106.8034058,10.18370948012119,2.379161814526917
1708511399.3,1708511399.88,10.87561989,106.8033981,9.867619604882764,2.2278316045855777
1708511400.3,1708511400.88,10.87556076,106.8033981,10.748362278350442,2.4266785851164814
1708511401.3,1708511401.87,10.87550068,106.8033905,9.161441237903322,1.9976856113957986
1708511402.3,1708511402.88,10.87543869,106.8033829,9.46430677745485,2.136774885796573
1708511403.3,1708511403.88,10.87537575,106.8033829,10.065427213983519,2.272491011902425
1708511404.3,1708511404.87,10.87531185,106.8033752,9.915637901819531,2.162140939388813
1708511405.3,1708511405.87,10.875247,106.8033752,7.863467923109864,1.714657805223675
1708511406.29,1708511406.87,10.87518311,106.8033676,10.50805233565616,2.3724213931153693
1708511407.29,1708511407.86,10.8751173,106.8033676,9.549138559169732,2.082224423593414
1708511408.29,1708511408.87,10.8750515,106.80336,10.51087175261881,2.3730579378245733
1708511409.29,1708511409.87,10.87498474,106.8033524,9.87423274093852,2.2293228323305603
1708511410.28,1708511410.77,10.87491798,106.8033524,10.937375777072347,1.762459078050924
1708511411.3,1708511411.87,10.87485027,106.8033447,11.416175415221648,2.4893386064415868
1708511412.3,1708511412.87,10.87478161,106.8033371,10.082244018294958,2.1984700095657304
1708511413.3,1708511413.86,10.87471199,106.8033371,9.508688424570215,2.0012913292367465
1708511414.29,1708511414.87,10.87464142,106.8033295,10.608548439819653,2.395110574690266
1708511415.3,1708511415.86,10.87457085,106.8033218,9.60166160388688,2.0208593715691916
1708511416.29,1708511416.87,10.87450027,106.8033142,10.64085353197237,2.4024041519662
1708511417.29,1708511417.88,10.87442875,106.8033066,10.104859804404349,2.3607406156583193
1708511418.3,1708511418.86,10.87435722,106.803299,10.2073112413494,2.148330302773239
1708511419.29,1708511419.86,10.87428474,106.803299,10.849504212942943,2.3657738879886634
1708511420.29,1708511420.86,10.87421227,106.8032913,10.545755596974127,2.2995403965711967
1708511421.28,1708511421.86,10.87413979,106.8032837,10.124586822845332,2.285845712194234
1708511422.29,1708511422.82,10.87406826,106.8032837,11.34432518437694,2.138671543794577
1708511423.3,1708511423.81,10.87399864,106.8032837,9.823220223305368,1.7147781775346096
1708511424.3,1708511424.81,10.87392902,106.8032761,9.591413550092025,1.6743131349521287
1708511425.3,1708511425.81,10.87385941,106.8032684,3.34145219594382,0.5832964319873054
1708511426.28,1708511426.81,10.87379265,106.8032684,9.838657033468653,1.8548177599502973
1708511427.29,1708511427.8,10.87373257,106.8032608,11.573402577557829,2.0202965757334046
1708511428.29,1708511428.89,10.87367821,106.8032532,10.910717535655353,2.6361477756945946
1708511429.3,1708511429.9,10.87363529,106.8032303,11.398254520866297,2.7539420027866885
1708511430.3,1708511430.89,10.87360001,106.8032074,9.661674866424029,2.2572018527670092
1708511431.29,1708511431.88,10.87357712,106.8031616,9.001730672600731,2.1030228643808972
1708511432.29,1708511432.87,10.87356472,106.8031235,9.4932617349016,2.1433103405758516
1708511433.3,1708511433.89,10.87356186,106.8030701,10.691532125176142,2.497801515318187
1708511434.28,1708511434.89,10.87356281,106.8030243,9.572420630890282,2.3905364268341014
1708511435.29,1708511435.88,10.87356377,106.8029709,10.773392507056963,2.516926088252403
1708511436.3,1708511436.87,10.87356377,106.8029251,10.445174058440152,2.2776082259570285
1708511437.3,1708511437.87,10.87356663,106.8028793,9.772191128116788,2.130861848208101
1708511438.29,1708511438.87,10.87356663,106.8028336,10.407289112284076,2.349671903568573
1708511439.3,1708511439.87,10.87356663,106.8027878,10.106249166838419,2.2037044195891546
1708511440.3,1708511440.78,10.87356758,106.802742,10.177135353330033,1.5736994441316492
1708511440.87,1708511440.87,10.87356758,106.8027115,10.82584407794607,0.0
1708511441.29,1708511441.79,10.87357044,106.8027115,10.26517705643697,1.7223451436974782
1708511441.87,1708511441.87,10.87357044,106.802681,10.253179994518772,0.0
1708511442.3,1708511442.78,10.8735714,106.802681,10.699203147898446,1.6544272491168233
1708511442.87,1708511443.78,10.8735714,106.8026581,11.284994707821337,6.27188314120595
1708511443.87,1708511443.87,10.8735714,106.8026428,10.602961850351061,0.0
1708511444.3,1708511444.79,10.87357235,106.8026428,9.342404615515216,1.5054439164425473
1708511444.87,1708511444.87,10.87357235,106.8026276,9.86964538370047,0.0
1708511445.29,1708511445.87,10.8735714,106.8026276,9.964325812060187,2.249663302902376
1708511446.29,1708511447.61,10.87357044,106.8026276,9.784376687377375,11.441809540736566
