1708512629,10.87347698,106.8018188,-0.3,-0.23,9.95,9.959472785,0.942028708,1.134215163,0.040019719
1708512632,10.8734808,106.8018265,-0.11,-0.13,10.02,10.02303167,1.059687651,3.740074132,0.004686998
1708512633,10.87349033,106.8018265,-0.4,-0.14,10.02,10.02585186,1.27318191,4.676994682,0.004327816
1708512634,10.87350178,106.8018265,-0.08,-0.07,10.15,10.15381838,2.085151654,7.359358918,0.004748157
1708512635,10.87351894,106.8018188,-0.42,-0.17,10.11,10.11611858,2.576912543,9.370590974,0.004456353
1708512636,10.87354088,106.8018112,-0.19,0.19,10.25,10.25069216,3.721779933,13.53374508,0.004515636
1708512637,10.87356567,106.8017883,-0.81,-0.27,9.99,10.02844081,3.645041664,12.99222784,0.004598026
1708512638,10.87358952,106.8017654,-0.26,0.02,10.9,10.89879548,4.256735183,15.32424666,0.004898621
1708512639,10.87361336,106.8017349,-0.86,-0.1,9.51,9.553311639,4.127819755,15.01025351,0.004208426
1708512640,10.87363529,106.8017044,-0.61,-0.2,10.41,10.42945162,4.933218929,17.5837508,0.004781889
1708512641,10.87365913,106.8016663,-0.64,-0.32,10.93,10.95180472,4.94302794,17.79490059,0.004922446
1708512642,10.87368298,106.8016281,-1.68,-0.35,10.41,10.55299181,4.822421257,17.36071652,0.004743194
1708512643,10.87370491,106.80159,-1.76,-0.48,10.28,10.43711685,4.728741313,17.02346873,0.004691113
1708512644,10.87372494,106.8015518,-1.3,0.01,9.63,9.72298051,4.066308237,14.63870965,0.004370134
1708512645,10.87374592,106.8015213,-1.42,-0.1,10.65,10.74992274,4.066308047,14.78657457,0.004735557
1708512646,10.8737669,106.8014908,-1.22,-0.15,17.96,18.00211299,3.49278213,12.44952058,0.008253944
1708512647,10.87378883,106.8014679,-3.52,-0.38,6.42,7.331434792,3.8825531,13.97719116,0.003295219
1708512648,10.87381554,106.801445,-0.86,-0.19,10.31,10.34578215,3.596370134,12.94693248,0.004650061
1708512649,10.87384701,106.8014374,-0.41,0.1,10.04,10.04555195,4.532039073,16.31534066,0.004515118
1708512650,10.87388706,106.8014297,0.56,-0.04,10.33,10.34384667,4.878121432,17.56123716,0.004649191
1708512651,10.87393093,106.8014297,-0.02,0.58,11.06,11.07372629,5.514156412,19.85096308,0.004977246
1708512652,10.87398052,106.8014297,-0.19,-0.06,12,12.00505889,5.938921032,21.59607627,0.005288469
1708512653,10.87403393,106.8014297,-0.25,0.15,9.85,9.854162967,6.255826573,22.29799592,0.00451812
1708512654,10.87409019,106.8014297,-0.85,0.06,10.03,10.0661414,6.363685652,23.14067487,0.004434337
1708512655,10.87414742,106.8014297,-1.08,-0.2,10.47,10.52548732,6.362573703,22.90526533,0.004730832
1708512656,10.87420464,106.8014297,-1.17,-0.53,9.9,9.98676082,6.207402331,22.12539466,0.004578916
1708512657,10.87425995,106.8014374,-3.21,-0.87,4.9,5.921588563,5.832173903,21.2079049,0.002608579
