time,timestamp,Latitude,Longitude,ax,ay,az,v,s,Vh
2/21/2024 17:51:03.56,1708512663.56,10.87462711,106.8014679,-4.68,-0.27,10.64,0.0,0.0,0.06809627600125623
2/21/2024 17:51:03.64,1708512663.64,10.87462711,106.8014679,0.81,0.74,8.91,0.0,0.0,0.07217086234480746
2/21/2024 17:51:03.73,1708512663.73,10.87462711,106.8014679,0.54,-0.76,20.07,0.0,0.0,0.09834281242570285
2/21/2024 17:51:03.80,1708512663.8,10.87462711,106.8014679,0.37,0.02,10.38,29.257013823619335,8.208217689677472,2.009568522674595
2/21/2024 17:51:04.24,1708512664.24,10.87470055,106.8014755,-0.54,-0.3,7.17,0.0,0.0,0.04588791247562768
2/21/2024 17:51:04.32,1708512664.32,10.87470055,106.8014755,0.26,0.16,12.98,0.0,0.0,0.81125
2/21/2024 17:51:04.57,1708512664.57,10.87470055,106.8014755,-0.97,0.1,10.0,0.0,0.0,0.06400025939967689
2/21/2024 17:51:04.65,1708512664.65,10.87470055,106.8014755,-0.38,0.09,9.38,0.0,0.0,0.06003188549810148
2/21/2024 17:51:04.73,1708512664.73,10.87470055,106.8014755,-2.01,0.17,11.68,0.0,0.0,0.07475185742194299
2/21/2024 17:51:04.81,1708512664.81,10.87470055,106.8014755,-1.09,0.32,11.49,30.539019433523823,8.483060953756617,2.124501659654669
2/21/2024 17:51:05.24,1708512665.24,10.87477684,106.8014755,-0.75,-0.22,9.32,0.0,0.0,0.07549185601050566
2/21/2024 17:51:05.33,1708512665.33,10.87477684,106.8014755,-1.27,-0.2,11.5,0.0,0.0,0.6624000526428234
2/21/2024 17:51:05.57,1708512665.57,10.87477684,106.8014755,-0.67,-0.37,15.62,0.0,0.0,0.0765383753895594
2/21/2024 17:51:05.64,1708512665.64,10.87477684,106.8014755,-2.0,0.67,9.91,0.0,0.0,0.09909981098184062
2/21/2024 17:51:05.74,1708512665.74,10.87477684,106.8014755,-1.51,-0.34,9.25,0.0,0.0,0.05919988708501478
2/21/2024 17:51:05.82,1708512665.82,10.87477684,106.8014755,-1.86,-0.19,8.8,31.07110545497044,8.630862626380678,1.552320563964895
2/21/2024 17:51:06.24,1708512666.24,10.87485409,106.8014832,-0.7,0.2,8.4,0.0,0.0,0.053759897460986396
2/21/2024 17:51:06.32,1708512666.32,10.87485409,106.8014832,-1.89,-0.18,10.99,0.0,0.0,0.6330240503082285
2/21/2024 17:51:06.56,1708512666.56,10.87485409,106.8014832,-1.81,0.25,9.39,0.0,0.0,0.06009624357629662
2/21/2024 17:51:06.64,1708512666.64,10.87485409,106.8014832,-2.01,-0.21,9.26,0.0,0.0,0.07500585693747666
2/21/2024 17:51:06.73,1708512666.73,10.87485409,106.8014832,-1.31,0.11,9.45,0.0,0.0,0.06047988464360969
2/21/2024 17:51:06.81,1708512666.81,10.87485409,106.8014832,-1.47,-0.16,10.81,31.303595749124778,8.695443263645771,1.9987696206150538
2/21/2024 17:51:07.24,1708512667.24,10.87493229,106.8014832,-0.52,-0.07,8.29,0.0,0.0,0.05305589880375919
2/21/2024 17:51:07.32,1708512667.32,10.87493229,106.8014832,-2.01,-0.08,10.43,0.0,0.0,0.6007680477447519
2/21/2024 17:51:07.56,1708512667.56,10.87493229,106.8014832,-1.36,-0.14,9.31,0.0,0.0,0.07541125570700388
2/21/2024 17:51:07.65,1708512667.65,10.87493229,106.8014832,-2.13,-0.83,7.09,0.0,0.0,0.03474093373683274
2/21/2024 17:51:07.72,1708512667.72,10.87493229,106.8014832,-0.38,0.45,8.52,0.0,0.0,0.05452789599614334
2/21/2024 17:51:07.80,1708512667.8,10.87493229,106.8014832,-0.08,-0.51,7.8,31.067300204870698,8.629805612464082,1.5100803927612558
2/21/2024 17:51:08.24,1708512668.24,10.87500954,106.8014908,-0.22,-0.29,10.36,0.0,0.0,0.06630387353521655
2/21/2024 17:51:08.32,1708512668.32,10.87500954,106.8014908,-0.98,-0.43,9.83,0.0,0.0,0.28408725498968124
2/21/2024 17:51:08.49,1708512668.49,10.87500954,106.8014908,-0.18,0.09,10.84,0.0,0.0,0.053115898689318326
2/21/2024 17:51:08.56,1708512668.56,10.87500954,106.8014908,0.27,-0.42,9.9,0.0,0.0,0.0801902719118516
2/21/2024 17:51:08.65,1708512668.65,10.87500954,106.8014908,-0.76,-0.35,8.67,0.0,0.0,0.055487894165089535
2/21/2024 17:51:08.73,1708512668.73,10.87500954,106.8014908,-1.94,0.4,9.78,30.994761143743883,8.523559396637644,2.4450000000000003
2/21/2024 17:51:09.23,1708512669.23,10.87508583,106.8014984,-0.08,-0.6,11.14,0.0,0.0,0.09023382789238554
2/21/2024 17:51:09.32,1708512669.32,10.87508583,106.8014984,-0.15,0.18,10.34,0.0,0.0,0.546986090721134
2/21/2024 17:51:09.55,1708512669.55,10.87508583,106.8014984,0.14,0.15,11.73,0.0,0.0,0.07507230427582103
2/21/2024 17:51:09.63,1708512669.63,10.87508583,106.8014984,-1.21,-0.3,11.58,0.0,0.0,0.09379782109459822
2/21/2024 17:51:09.72,1708512669.72,10.87508583,106.8014984,-1.36,0.17,10.86,0.0,0.0,0.06950386743170382
2/21/2024 17:51:09.80,1708512669.8,10.87508583,106.8014984,-1.63,-0.51,11.69,31.067300056854986,8.629805571348607,2.161481671136908
2/21/2024 17:51:10.23,1708512670.23,10.87516308,106.801506,-1.14,-0.17,10.38,0.0,0.0,0.10379980201730633
2/21/2024 17:51:10.33,1708512670.33,10.87516308,106.801506,-1.0,0.26,13.54,0.0,0.0,0.3466243718873067
2/21/2024 17:51:10.49,1708512670.49,10.87516308,106.801506,-1.67,0.28,11.08,0.0,0.0,0.07091186474615825
2/21/2024 17:51:10.57,1708512670.57,10.87516308,106.801506,-1.63,-0.26,9.66,0.0,0.0,0.061824250580087885
2/21/2024 17:51:10.65,1708512670.65,10.87516308,106.801506,-1.75,0.03,8.13,0.0,0.0,0.05203190075688326
2/21/2024 17:51:10.73,1708512670.73,10.87516308,106.801506,-1.11,-0.59,13.17,30.384818300183394,8.524629498170283,3.4255168718891156
2/21/2024 17:51:11.24,1708512671.24,10.87523937,106.8015137,-0.43,0.47,11.14,0.0,0.0,0.0712958640137367
2/21/2024 17:51:11.32,1708512671.32,10.87523937,106.8015137,-1.82,-0.24,10.34,0.0,0.0,0.29882626821905434
2/21/2024 17:51:11.49,1708512671.49,10.87523937,106.8015137,-0.94,0.03,10.77,0.0,0.0,0.0527728993435386
2/21/2024 17:51:11.56,1708512671.56,10.87523937,106.8015137,0.08,0.58,9.21,0.0,0.0,0.09210026350040211
2/21/2024 17:51:11.66,1708512671.66,10.87523937,106.8015137,-0.58,-0.08,11.12,0.0,0.0,0.07116786425787723
2/21/2024 17:51:11.74,1708512671.74,10.87523937,106.8015137,-1.43,0.27,9.69,30.158732784296276,8.377425773415633,2.4224999999999994
2/21/2024 17:51:12.24,1708512672.24,10.87531471,106.8015137,-1.65,0.32,10.11,0.0,0.0,0.049538905511901134
2/21/2024 17:51:12.31,1708512672.31,10.87531471,106.8015137,-0.91,-0.32,9.58,0.0,0.0,0.3103922302322815
2/21/2024 17:51:12.49,1708512672.49,10.87531471,106.8015137,0.28,-0.1,10.26,0.0,0.0,0.050273904110000545
2/21/2024 17:51:12.56,1708512672.56,10.87531471,106.8015137,-1.65,-0.51,10.39,0.0,0.0,0.08415928537011498
2/21/2024 17:51:12.65,1708512672.65,10.87531471,106.8015137,-1.97,-0.63,8.83,0.0,0.0,0.07152286358076879
2/21/2024 17:51:12.74,1708512672.74,10.87531471,106.8015137,-0.5,-0.23,9.67,30.67881692031099,8.436674734356632,2.3217670903759013
2/21/2024 17:51:13.23,1708512673.23,10.8753891,106.8015289,-0.01,-0.1,9.38,0.0,0.0,0.06003188549810148
2/21/2024 17:51:13.31,1708512673.31,10.8753891,106.8015289,-1.77,-0.33,9.72,0.0,0.0,0.280908252136287
2/21/2024 17:51:13.48,1708512673.48,10.8753891,106.8015289,-0.55,-0.17,10.79,0.0,0.0,0.10789979419718064
2/21/2024 17:51:13.58,1708512673.58,10.8753891,106.8015289,-0.23,0.01,9.65,0.0,0.0,0.047285231914804625
2/21/2024 17:51:13.65,1708512673.65,10.8753891,106.8015289,-1.59,-0.11,10.8,0.0,0.0,0.08747983314522116
2/21/2024 17:51:13.74,1708512673.74,10.8753891,106.8015289,-1.49,0.02,7.59,29.483610313115197,8.271790593074646,1.8975
2/21/2024 17:51:14.24,1708512674.24,10.87546349,106.8015289,-0.44,-0.03,10.51,0.0,0.0,0.06726387170416273
2/21/2024 17:51:14.32,1708512674.32,10.87546349,106.8015289,-0.97,-0.05,7.45,0.0,0.0,0.21530519325260686
2/21/2024 17:51:14.49,1708512674.49,10.87546349,106.8015289,-2.33,-0.4,9.76,0.0,0.0,0.06246388085943181
2/21/2024 17:51:14.57,1708512674.57,10.87546349,106.8015289,0.45,0.42,14.54,0.0,0.0,0.09305637716713022
2/21/2024 17:51:14.65,1708512674.65,10.87546349,106.8015289,-1.57,-0.4,5.01,0.0,0.0,0.0320639388428026
2/21/2024 17:51:14.73,1708512674.73,10.87546349,106.8015289,-1.11,-0.07,11.25,30.230214740933523,8.31330913383944,2.8125
2/21/2024 17:51:15.23,1708512675.23,10.87553787,106.8015366,-0.93,-0.25,12.17,0.0,0.0,0.12169976787578206
2/21/2024 17:51:15.33,1708512675.33,10.87553787,106.8015366,-7.83,-2.64,-18.23,0.0,0.0,-0.4666885007020386
2/21/2024 17:51:15.49,1708512675.49,10.87553787,106.8015366,2.26,1.23,24.48,0.0,0.0,0.19828762179583465
2/21/2024 17:51:15.58,1708512675.58,10.87553787,106.8015366,1.33,1.0,25.98,0.0,0.0,0.12730262436752582
2/21/2024 17:51:15.65,1708512675.65,10.87553787,106.8015366,-4.66,-0.6,-15.0,0.0,0.0,-0.09599981689461856
2/21/2024 17:51:15.73,1708512675.73,10.87553787,106.8015366,1.37,1.29,23.18,0.0,0.0,0.18775764188020616
2/21/2024 17:51:15.82,1708512675.82,10.87553787,106.8015366,-2.12,-1.49,7.67,29.167288219604014,8.10202450544556,1.2893275398235886
2/21/2024 17:51:16.23,1708512676.23,10.87561035,106.8015442,-1.3,-0.07,8.72,0.0,0.0,0.0706318652802156
2/21/2024 17:51:16.32,1708512676.32,10.87561035,106.8015442,-0.03,1.29,9.38,0.0,0.0,0.271082243316705
2/21/2024 17:51:16.49,1708512676.49,10.87561035,106.8015442,-2.51,0.18,9.0,0.0,0.0,0.057599890136771144
2/21/2024 17:51:16.57,1708512676.57,10.87561035,106.8015442,-0.54,-0.17,9.81,0.0,0.0,0.048069235760024184
2/21/2024 17:51:16.64,1708512676.64,10.87561035,106.8015442,-0.69,0.08,9.78,0.0,0.0,0.06259188061529129
2/21/2024 17:51:16.72,1708512676.72,10.87561035,106.8015442,-2.48,-0.49,10.85,0.0,0.0,0.08788483237274533
2/21/2024 17:51:16.81,1708512676.81,10.87561035,106.8015442,-0.7,0.32,9.13,27.59307635424491,7.741390792955355,1.6881375241642407
2/21/2024 17:51:17.24,1708512677.24,10.87567997,106.8015442,-0.75,1.68,13.18,0.0,0.0,0.10675779637537178
2/21/2024 17:51:17.33,1708512677.33,10.87567997,106.8015442,-0.75,0.27,11.97,0.0,0.0,0.3459333105011683
2/21/2024 17:51:17.50,1708512677.5,10.87567997,106.8015442,0.92,-0.28,12.77,0.0,0.0,0.08172784411628527
2/21/2024 17:51:17.58,1708512677.58,10.87567997,106.8015442,-1.69,-0.73,7.53,0.0,0.0,0.048192195327956724
2/21/2024 17:51:17.66,1708512677.66,10.87567997,106.8015442,-1.83,0.03,10.92,0.0,0.0,0.06988786669928232
2/21/2024 17:51:17.74,1708512677.74,10.87567997,106.8015442,-2.65,-0.42,10.89,0.0,0.0,0.06969586706549308
2/21/2024 17:51:17.82,1708512677.82,10.87567997,106.8015442,-1.45,0.47,9.93,26.724143889810787,7.423373302725218,1.7516526363831142
2/21/2024 17:51:18.24,1708512678.24,10.87574673,106.8015442,-0.7,-0.74,9.46,0.0,0.0,0.06054388452153944
2/21/2024 17:51:18.32,1708512678.32,10.87574673,106.8015442,-0.79,-0.77,8.69,0.0,0.0,0.2511412254181414
2/21/2024 17:51:18.49,1708512678.49,10.87574673,106.8015442,-0.9,0.07,8.74,0.0,0.0,0.05593589331059774
2/21/2024 17:51:18.57,1708512678.57,10.87574673,106.8015442,-1.18,0.14,12.48,0.0,0.0,0.10108834277372808
2/21/2024 17:51:18.66,1708512678.66,10.87574673,106.8015442,-0.26,-0.53,8.5,0.0,0.0,0.05439989624028386
2/21/2024 17:51:18.74,1708512678.74,10.87574673,106.8015442,-1.37,0.0,9.82,0.0,0.0,0.06284788012701029
2/21/2024 17:51:18.82,1708512678.82,10.87574673,106.8015442,-2.17,-0.34,10.06,24.99391151683118,6.942753199119772,1.774584644714414
2/21/2024 17:51:19.24,1708512679.24,10.87580872,106.8015518,-3.46,-0.11,9.96,0.0,0.0,0.06374387841802673
2/21/2024 17:51:19.32,1708512679.32,10.87580872,106.8015518,-1.95,-0.12,9.87,0.0,0.0,0.28524325602727907
2/21/2024 17:51:19.49,1708512679.49,10.87580872,106.8015518,-0.89,-0.38,9.47,0.0,0.0,0.060607884399469195
2/21/2024 17:51:19.57,1708512679.57,10.87580872,106.8015518,-2.6,0.3,10.81,0.0,0.0,0.08756129690576928
2/21/2024 17:51:19.66,1708512679.66,10.87580872,106.8015518,-2.12,0.24,10.13,0.0,0.0,0.06483187634283241
2/21/2024 17:51:19.74,1708512679.74,10.87580872,106.8015518,-2.25,-0.56,10.55,0.0,0.0,0.06751987121588174
2/21/2024 17:51:19.82,1708512679.82,10.87580872,106.8015518,-1.91,0.08,9.75,22.520975662578486,6.255826572938468,1.7199006248474689
2/21/2024 17:51:20.24,1708512680.24,10.87586498,106.8015518,-2.51,-0.11,9.21,0.0,0.0,0.05894388757329579
2/21/2024 17:51:20.32,1708512680.32,10.87586498,106.8015518,-0.69,-0.18,10.53,0.0,0.0,0.3043172731476443
2/21/2024 17:51:20.49,1708512680.49,10.87586498,106.8015518,-1.07,-0.22,9.32,0.0,0.0,0.059647886230523
2/21/2024 17:51:20.57,1708512680.57,10.87586498,106.8015518,-2.52,-0.02,9.02,0.0,0.0,0.05772823397850858
2/21/2024 17:51:20.65,1708512680.65,10.87586498,106.8015518,-1.61,-0.5,8.55,0.0,0.0,0.06925486790663343
2/21/2024 17:51:20.74,1708512680.74,10.87586498,106.8015518,-0.4,0.72,8.85,0.0,0.0,0.05663989196782493
2/21/2024 17:51:20.82,1708512680.82,10.87586498,106.8015518,-1.44,-1.42,6.76,20.454620387020185,5.681838996394496,1.1924644332275787
2/21/2024 17:51:21.24,1708512681.24,10.87591553,106.8015594,-2.47,0.45,11.35,0.0,0.0,0.07263986145026137
2/21/2024 17:51:21.32,1708512681.32,10.87591553,106.8015594,-1.5,1.89,11.01,0.0,0.0,0.6881249999999999
2/21/2024 17:51:21.57,1708512681.57,10.87591553,106.8015594,-0.57,-0.02,10.09,0.0,0.0,0.08172927713036188
2/21/2024 17:51:21.66,1708512681.66,10.87591553,106.8015594,-0.87,0.32,10.07,0.0,0.0,0.06444787707525394
2/21/2024 17:51:21.74,1708512681.74,10.87591553,106.8015594,-1.77,0.5,11.43,0.0,0.0,0.07315186047369936
2/21/2024 17:51:21.82,1708512681.82,10.87591553,106.8015594,-0.93,0.47,14.23,20.231249733558077,5.619791592655021,2.51017291195687
2/21/2024 17:51:22.24,1708512682.24,10.87596607,106.8015594,-2.01,-1.29,10.77,0.0,0.0,0.06892786853033613
2/21/2024 17:51:22.32,1708512682.32,10.87596607,106.8015594,0.64,-2.16,5.95,0.0,0.0,0.3427200272369391
2/21/2024 17:51:22.56,1708512682.56,10.87596607,106.8015594,0.18,1.15,2.88,0.0,0.0,0.01843207470710695
2/21/2024 17:51:22.64,1708512682.64,10.87596607,106.8015594,0.17,0.64,16.6,0.0,0.0,0.10623979736337788
2/21/2024 17:51:22.72,1708512682.72,10.87596607,106.8015594,-8.05,-2.78,8.38,0.0,0.0,0.06787787053305126
2/21/2024 17:51:22.81,1708512682.81,10.87596607,106.8015594,3.61,2.26,2.47,19.470676435102984,5.408521231973051,0.4567031418056599
2/21/2024 17:51:23.24,1708512683.24,10.87601471,106.8015594,1.83,-0.99,9.22,0.0,0.0,0.05900788745122554
2/21/2024 17:51:23.32,1708512683.32,10.87601471,106.8015594,-1.3,0.32,9.45,0.0,0.0,0.5443200432586678
2/21/2024 17:51:23.56,1708512683.56,10.87601471,106.8015594,-1.56,-0.45,9.91,0.0,0.0,0.08027127218651003
2/21/2024 17:51:23.65,1708512683.65,10.87601471,106.8015594,-1.58,0.31,10.88,0.0,0.0,0.05331189831547819
2/21/2024 17:51:23.72,1708512683.72,10.87601471,106.8015594,-1.89,0.11,10.47,0.0,0.0,0.08480683824356162
2/21/2024 17:51:23.81,1708512683.81,10.87601471,106.8015594,-1.59,-0.56,8.65,19.509466269335025,5.473489096103224,1.6746404355621622
2/21/2024 17:51:24.25,1708512684.25,10.87606335,106.8015671,-1.3,-0.11,9.38,0.0,0.0,0.06003188549810148
2/21/2024 17:51:24.33,1708512684.33,10.87606335,106.8015671,0.09,-0.56,8.96,0.0,0.0,0.5160960410156259
2/21/2024 17:51:24.57,1708512684.57,10.87606335,106.8015671,-2.56,-0.79,9.43,0.0,0.0,0.06035224461389532
2/21/2024 17:51:24.65,1708512684.65,10.87606335,106.8015671,-0.3,0.01,9.01,0.0,0.0,0.05766389001470088
2/21/2024 17:51:24.73,1708512684.73,10.87606335,106.8015671,-0.56,0.31,9.97,0.0,0.0,0.06380787829595648
2/21/2024 17:51:24.81,1708512684.81,10.87606335,106.8015671,-0.74,0.61,8.88,20.43560559332906,5.619791592301359,1.6419125098114407
2/21/2024 17:51:25.24,1708512685.24,10.87611389,106.8015671,-0.86,-0.47,8.83,0.0,0.0,0.05651189221196547
2/21/2024 17:51:25.32,1708512685.32,10.87611389,106.8015671,-0.69,0.28,10.51,0.0,0.0,0.656875
2/21/2024 17:51:25.57,1708512685.57,10.87611389,106.8015671,-1.0,-0.38,10.49,0.0,0.0,0.06713627211026107
2/21/2024 17:51:25.65,1708512685.65,10.87611389,106.8015671,-0.71,0.89,10.23,0.0,0.0,0.06547187512212986
2/21/2024 17:51:25.73,1708512685.73,10.87611389,106.8015671,-1.66,0.51,7.21,0.0,0.0,0.05840088860898561
2/21/2024 17:51:25.82,1708512685.82,10.87611389,106.8015671,-2.08,0.49,11.31,19.50352496779775,5.47182223096545,2.091219649320653
2/21/2024 17:51:26.25,1708512686.25,10.87616253,106.8015747,-2.05,-1.1,10.69,0.0,0.0,0.052380900091218895
2/21/2024 17:51:26.32,1708512686.32,10.87616253,106.8015747,-0.97,-0.52,6.93,0.0,0.0,0.433125
2/21/2024 17:51:26.57,1708512686.57,10.87616253,106.8015747,-0.56,0.39,12.05,0.0,0.0,0.07712031257661069
2/21/2024 17:51:26.65,1708512686.65,10.87616253,106.8015747,-1.84,-1.28,7.22,0.0,0.0,0.05848188845449045
2/21/2024 17:51:26.74,1708512686.74,10.87616253,106.8015747,-1.56,0.5,9.64,0.0,0.0,0.061695882324274864
2/21/2024 17:51:26.82,1708512686.82,10.87616253,106.8015747,1.9,1.67,26.17,18.122751142494,4.983756612194745,4.616389677154693
2/21/2024 17:51:27.24,1708512687.24,10.87620735,106.8015747,0.47,-0.95,15.7,0.0,0.0,0.10047980834970077
2/21/2024 17:51:27.32,1708512687.32,10.87620735,106.8015747,-5.58,-2.49,-2.67,0.0,0.0,-0.1537920122222903
2/21/2024 17:51:27.56,1708512687.56,10.87620735,106.8015747,4.54,2.74,27.81,0.0,0.0,0.17798472139050145
2/21/2024 17:51:27.64,1708512687.64,10.87620735,106.8015747,4.89,0.88,36.88,0.0,0.0,0.18071165531937824
2/21/2024 17:51:27.71,1708512687.71,10.87620735,106.8015747,-8.54,-3.07,0.0,0.0,0.0,0.0
2/21/2024 17:51:27.81,1708512687.81,10.87620735,106.8015747,0.79,1.63,6.9,16.312023930845747,4.531117758568263,1.2758103961372684
2/21/2024 17:51:28.24,1708512688.24,10.87624741,106.8015823,0.26,-1.58,16.47,0.0,0.0,0.10540779895029118
2/21/2024 17:51:28.32,1708512688.32,10.87624741,106.8015823,0.72,0.16,2.51,0.0,0.0,0.14457601148986834
2/21/2024 17:51:28.56,1708512688.56,10.87624741,106.8015823,2.45,2.11,17.99,0.0,0.0,0.11513646666001873
2/21/2024 17:51:28.64,1708512688.64,10.87624741,106.8015823,-0.74,-0.06,12.01,0.0,0.0,0.07686385339362459
2/21/2024 17:51:28.72,1708512688.72,10.87624741,106.8015823,-0.01,-1.14,11.03,0.0,0.0,0.08934282959183235
2/21/2024 17:51:28.81,1708512688.81,10.87624741,106.8015823,-1.37,0.97,10.38,15.94180780325368,4.428279945348244,1.9192625959282388
2/21/2024 17:51:29.24,1708512689.24,10.87628651,106.80159,-0.25,-0.18,6.43,0.0,0.0,0.05208290065960852
2/21/2024 17:51:29.33,1708512689.33,10.87628651,106.80159,-1.47,0.57,9.73,0.0,0.0,0.5604480445404062
2/21/2024 17:51:29.57,1708512689.57,10.87628651,106.80159,-0.2,-1.17,10.61,0.0,0.0,0.0679042752230572
2/21/2024 17:51:29.65,1708512689.65,10.87628651,106.80159,-0.03,1.12,11.46,0.0,0.0,0.09282582294854026
2/21/2024 17:51:29.74,1708512689.74,10.87628651,106.80159,-1.77,-1.33,9.44,0.0,0.0,0.060415884765679946
2/21/2024 17:51:29.82,1708512689.82,10.87628651,106.80159,0.78,-0.27,9.8,18.204582970544177,5.107396840732552,1.8120205626297434
2/21/2024 17:51:30.25,1708512690.25,10.87632656,106.8016129,-1.06,-0.04,9.99,0.0,0.0,0.06393587805181597
2/21/2024 17:51:30.33,1708512690.33,10.87632656,106.8016129,-3.21,0.43,10.63,0.0,0.0,0.6122880486602793
2/21/2024 17:51:30.57,1708512690.57,10.87632656,106.8016129,0.53,-0.01,9.11,0.0,0.0,0.07379125021383515
2/21/2024 17:51:30.66,1708512690.66,10.87632656,106.8016129,-2.54,-0.3,10.29,0.0,0.0,0.06585587438970833
2/21/2024 17:51:30.74,1708512690.74,10.87632656,106.8016129,-0.03,0.3,10.6,0.0,0.0,0.06783987060553046
2/21/2024 17:51:30.82,1708512690.82,10.87632656,106.8016129,-2.12,-0.59,10.75,17.22467418351841,4.736785446097366,1.8963006889343887
2/21/2024 17:51:31.24,1708512691.24,10.8763628,106.8016357,0.31,0.88,9.31,0.0,0.0,0.07541085616500084
2/21/2024 17:51:31.33,1708512691.33,10.8763628,106.8016357,-1.05,0.69,10.38,0.0,0.0,0.5978880475158701
2/21/2024 17:51:31.57,1708512691.57,10.8763628,106.8016357,-1.06,0.48,11.6,0.0,0.0,0.07424030090362521
2/21/2024 17:51:31.65,1708512691.65,10.8763628,106.8016357,-1.32,0.65,8.74,0.0,0.0,0.05593589331059774
2/21/2024 17:51:31.73,1708512691.73,10.8763628,106.8016357,-1.06,-0.75,13.29,0.0,0.0,0.08505583776863204
2/21/2024 17:51:31.81,1708512691.81,10.8763628,106.8016357,-1.13,-0.13,5.47,21.33832594157539,5.92731276154872,1.0114033140392547
2/21/2024 17:51:32.24,1708512692.24,10.87639141,106.8016815,0.79,0.72,9.16,0.0,0.0,0.05862388818364707
2/21/2024 17:51:32.32,1708512692.32,10.87639141,106.8016815,-0.67,0.37,12.58,0.0,0.0,0.7862499999999999
2/21/2024 17:51:32.57,1708512692.57,10.87639141,106.8016815,-1.88,0.43,9.48,0.0,0.0,0.04645222782925885
2/21/2024 17:51:32.64,1708512692.64,10.87639141,106.8016815,0.26,-0.75,10.72,0.0,0.0,0.08683183438118248
2/21/2024 17:51:32.73,1708512692.73,10.87639141,106.8016815,-0.2,0.61,10.52,0.0,0.0,0.06732787158209248
2/21/2024 17:51:32.81,1708512692.81,10.87639141,106.8016815,-1.97,-1.1,7.67,22.337041841969583,6.204733844991551,1.4181834403438909
2/21/2024 17:51:33.24,1708512693.24,10.87641048,106.8017349,1.38,1.04,12.14,0.0,0.0,0.09833381244286898
2/21/2024 17:51:33.33,1708512693.33,10.87641048,106.8017349,0.0,-0.95,8.68,0.0,0.0,0.4999680397338875
2/21/2024 17:51:33.57,1708512693.57,10.87641048,106.8017349,-0.18,-0.27,9.78,0.0,0.0,0.062592253692884
2/21/2024 17:51:33.65,1708512693.65,10.87641048,106.8017349,-0.89,-0.1,9.96,0.0,0.0,0.06374387841802673
2/21/2024 17:51:33.73,1708512693.73,10.87641048,106.8017349,0.8,-0.97,11.34,0.0,0.0,0.07257586157233163
2/21/2024 17:51:33.81,1708512693.81,10.87641048,106.8017349,-1.65,0.94,14.19,21.213155335191356,5.892543148664266,2.6237318146649034
2/21/2024 17:51:34.24,1708512694.24,10.87641811,106.8017883,-0.19,-0.56,9.59,0.0,0.0,0.06137588293462613
2/21/2024 17:51:34.32,1708512694.32,10.87641811,106.8017883,0.54,-0.62,10.14,0.0,0.0,0.63375
2/21/2024 17:51:34.57,1708512694.57,10.87641811,106.8017883,-0.8,-0.82,9.81,0.0,0.0,0.06278425447108305
2/21/2024 17:51:34.65,1708512694.65,10.87641811,106.8017883,-0.9,0.3,10.52,0.0,0.0,0.0852118374710858
2/21/2024 17:51:34.74,1708512694.74,10.87641811,106.8017883,0.36,-0.9,7.32,0.0,0.0,0.046847910644573866
2/21/2024 17:51:34.82,1708512694.82,10.87641811,106.8017883,-1.58,0.28,13.49,27.17888152462882,7.549689312396895,2.379636864532549
2/21/2024 17:51:35.24,1708512695.24,10.87642574,106.801857,0.57,-0.63,9.08,0.0,0.0,0.07354785971838965
2/21/2024 17:51:35.33,1708512695.33,10.87642574,106.801857,0.7,-0.72,10.6,0.0,0.0,0.5607400930023233
2/21/2024 17:51:35.56,1708512695.56,10.87642574,106.801857,-2.1,0.33,8.98,0.0,0.0,0.07273824664327548
2/21/2024 17:51:35.65,1708512695.65,10.87642574,106.801857,-0.22,-0.58,10.18,0.0,0.0,0.08245784272392143
2/21/2024 17:51:35.74,1708512695.74,10.87642574,106.801857,-2.44,0.53,10.32,0.0,0.0,0.06604787402349759
2/21/2024 17:51:35.82,1708512695.82,10.87642574,106.801857,-0.85,0.52,13.15,27.34761048880104,7.520592956866713,2.210515925512411
2/21/2024 17:51:36.23,1708512696.23,10.87643051,106.8019257,0.43,0.92,19.51,0.0,0.0,0.12486376184093388
2/21/2024 17:51:36.31,1708512696.31,10.87643051,106.8019257,-2.31,0.45,9.83,0.0,0.0,0.6645079512519846
2/21/2024 17:51:36.57,1708512696.57,10.87643051,106.8019257,-0.24,0.2,12.22,0.0,0.0,0.0782083169864052
2/21/2024 17:51:36.65,1708512696.65,10.87643051,106.8019257,-1.44,0.42,9.3,0.0,0.0,0.05951988647466351
2/21/2024 17:51:36.73,1708512696.73,10.87643051,106.8019257,-1.6,-1.23,10.85,0.0,0.0,0.08788483237274533
2/21/2024 17:51:36.82,1708512696.82,10.87643051,106.8019257,0.46,1.42,12.08,29.78379261919697,8.356008405930154,2.130912774169992
2/21/2024 17:51:37.24,1708512697.24,10.87643623,106.802002,-0.83,-0.44,11.34,0.0,0.0,0.09185382480248222
2/21/2024 17:51:37.33,1708512697.33,10.87643623,106.802002,-0.17,-0.03,9.37,0.0,0.0,0.5397120428924568
2/21/2024 17:51:37.57,1708512697.57,10.87643623,106.802002,0.63,0.76,10.35,0.0,0.0,0.0662402684786656
2/21/2024 17:51:37.65,1708512697.65,10.87643623,106.802002,-1.24,0.48,9.97,0.0,0.0,0.06380787829595648
2/21/2024 17:51:37.73,1708512697.73,10.87643623,106.802002,-1.8,0.05,9.9,0.0,0.0,0.06335987915044826
