Start,Stop,Lat,Lon,avg_ax,avg_ay,avg_az,av,s,v(km/h),IRI
1708511435.33,1708511436.24,10.87356377,106.8029709,-0.55,-0.17,10.76,10.773392507056963,5.001292079332695,18.004651485597705,12.444492026356002
1708511436.33,1708511436.82,10.87356377,106.8029251,-1.55,-0.05,10.25,10.370907385566607,0.3180174898764765,18.004651485597705,10.139514804146824
1708511437.25,1708511437.25,10.87356663,106.8029251,-0.67,-0.18,10.83,10.852197934059257,5.001292029825978,18.004651485597705,0.061423936946154244
1708511437.32,1708511438.24,10.87356663,106.8028793,-0.58,0.04,9.76,9.772191128116788,4.990372178879622,17.96533984396664,11.287990713623149
1708511438.32,1708511439.25,10.87356663,106.8028336,-1.47,-0.04,10.30,10.407289112284076,5.001292029825978,17.826387601365546,12.263234971008227
1708511439.33,1708511439.82,10.87356663,106.8027878,-1.43,-0.10,10.14,10.2408251620658,0.10563518051781576,17.826387601365546,9.79585863613993
1708511440.24,1708511440.24,10.87356758,106.8027878,-1.22,-0.42,9.35,9.438606888730984,5.001292015448701,17.826387601365546,0.08831140208134028
1708511440.33,1708511440.81,10.87356758,106.802742,-1.55,-0.31,10.05,10.177135353330033,0.31801749023013803,17.826387601365546,9.734936166215398
1708511441.24,1708511441.24,10.87357044,106.802742,-1.77,0.06,10.68,10.82584407794607,3.330554693175088,17.826387601365546,0.1012909511443729
1708511441.33,1708511441.81,10.87357044,106.8027115,-1.56,-0.26,10.14,10.26517705643697,0.10674712954816815,17.826387601365546,9.604532854784582
1708511442.23,1708511442.23,10.8735714,106.8027115,-1.70,-0.16,10.11,10.253179994518772,3.3305546824556282,17.826387601365546,0.09593287566509105
1708511442.32,1708511443.24,10.8735714,106.802681,-1.39,-0.43,11.05,11.146553278928874,2.500645975698507,8.91319366090838,13.134333110341274
1708511443.33,1708511443.81,10.8735714,106.8026581,-1.77,-0.19,10.72,10.867490050605063,0.10563518034098499,8.91319366090838,10.395294771726165
1708511444.24,1708511444.24,10.87357235,106.8026581,-1.60,0.18,10.48,10.602961850351061,1.6707372620682908,8.91319366090838,0.07838465215521914
1708511444.32,1708511444.81,10.87357235,106.8026428,-2.42,-0.13,9.02,9.342404615515216,0.10563518034098499,8.91319366090838,9.133959680054632
1708511445.24,1708511445.24,10.8735714,106.8026428,-1.97,-0.89,9.63,9.86964538370047,1.6598174166178539,8.91319366090838,0.07296345410043244
1708511445.32,1708511445.81,10.8735714,106.8026276,-1.89,-0.35,9.89,10.077016621996808,0.10674712954816815,8.91319366090838,9.639167619887425
