Start,Stop,Lat,Lon,avg_ax,avg_ay,avg_az,av,s,v(km/h),IRI
1708511291.24,1708511291.81,10.87374973,106.8014297,-0.29,-0.47,10.36,10.374692632662532,1.6093117102930645,5.793522157055032,11.983948385663382
1708511292.24,1708511292.81,10.87376213,106.8014221,-0.22,-0.01,9.74,9.744116600971752,1.8024697608630125,6.554435430907957,11.031575985726043
1708511293.23,1708511293.81,10.87377834,106.8014221,-0.49,-0.29,11.00,11.017894157536036,2.5769123097027573,9.185034061906176,12.982730034863957
1708511294.24,1708511294.82,10.87380028,106.8014145,-0.08,-0.39,9.94,9.947956378629286,2.5758596100669138,9.181281865148929,11.721988813443955
1708511295.25,1708511295.81,10.87382221,106.8014069,-0.28,-0.34,10.25,10.262679420545537,3.188514483654801,11.594598010689475,11.618654874635281
1708511296.24,1708511296.81,10.87384987,106.8013992,-0.85,-0.26,10.10,10.142080106609733,3.4993043413850398,12.472768067263099,11.950730886810824
1708511297.25,1708511297.81,10.87388134,106.8013992,0.06,-0.31,9.71,9.713434854193787,4.029704141681162,14.506934910052182,11.22012054349297
1708511298.25,1708511298.81,10.87391758,106.8013992,-0.78,-0.45,9.65,9.696538185237955,4.532039036171073,16.48014179095857,10.977711184026576
1708511299.24,1708511299.81,10.87395763,106.8014069,-0.31,0.13,10.55,10.557028464487534,4.984868561401928,18.12679459411753,11.951895329110974
1708511300.23,1708511300.8,10.87400246,106.8014069,-0.96,0.24,10.33,10.37258177975849,4.878121432030591,17.561237155310128,11.981510110800938
1708511301.23,1708511301.81,10.87404633,106.8014069,-0.54,-0.12,10.62,10.637953150029483,4.771374302305593,17.006878861871655,12.535033636704432
1708511302.24,1708511302.8,10.87408924,106.8014069,-0.10,-0.28,9.30,9.309814564330603,5.157710181034787,18.567756651725233,10.753893264055435
1708511303.24,1708511303.81,10.87413502,106.8014145,-0.91,-0.27,10.49,10.531428361496523,5.301774102424883,19.08638676872958,12.16499595507497
1708511304.24,1708511304.81,10.8741827,106.8014145,-1.61,0.11,10.03,10.163400158302228,4.87812143185376,17.561237154673538,11.739881578417334
1708511305.24,1708511305.8,10.87422657,106.8014145,-1.41,-0.00,9.89,9.99330512004023,4.426220592390039,15.93439413260414,11.54340248921794
1708511306.24,1708511306.8,10.87426567,106.8014221,-1.33,-0.69,9.34,9.4550825544313,4.4262205724553665,16.095347381153662,10.704352782490268
1708511307.23,1708511307.8,10.87430477,106.8014297,0.49,0.35,14.27,14.280936302171044,4.4282809853228695,15.629227299280572,17.162545449072493
1708511308.25,1708511308.81,10.87434387,106.8014374,-0.80,-0.31,10.11,10.144627751781837,5.052383077409246,18.188579078673285,11.718197316648771
1708511309.25,1708511309.74,10.87438869,106.801445,-0.68,-0.23,10.34,10.36817633702068,5.302886051808898,19.09038978651203,11.97642132405272
1708511310.25,1708511310.75,10.87443638,106.801445,-1.12,-0.34,10.35,10.417380908846523,5.5762590770375455,20.48421661900994,11.55674161873928
1708511311.23,1708511311.73,10.87448597,106.8014526,-0.77,-0.22,10.13,10.161245139144011,5.787938660939868,20.630276610028883,11.973313645361987
1708511312.24,1708511312.74,10.87453747,106.8014603,-1.67,-0.30,9.13,9.283238928305142,5.890924911318835,21.421544925713164,10.509804000193848
1708511313.23,1708511313.73,10.87458992,106.8014679,-0.50,-0.16,9.48,9.494581495662553,6.10126244619189,21.747074270977294,11.187762978090547
1708511314.24,1708511314.73,10.87464428,106.8014755,0.06,-0.10,12.06,12.060523413185683,6.044556212433328,21.54495303983036,14.211292767361439
1708511315.25,1708511315.74,10.87469864,106.8014755,-0.88,-0.26,10.06,10.099942519088357,6.20740214268418,22.34664771366305,11.666580797378206
1708511316.25,1708511316.77,10.87475395,106.8014832,-0.49,-0.19,10.08,10.08860495807027,6.25693852232248,22.98467167547256,11.192007071080583
1708511317.23,1708511317.82,10.87481022,106.8014832,-0.89,-0.32,10.16,10.202619411560093,6.52123215026402,23.01611390190981,12.261305256565668
1708511318.25,1708511318.82,10.87486839,106.8014908,-0.73,-0.28,10.12,10.153125385911514,6.522335039495135,23.717581733327275,11.4946258110373
1708511319.24,1708511319.82,10.87492657,106.8014984,-0.88,-0.10,10.07,10.104259457460177,6.680591192893603,23.812008437134633,11.906165630453183
1708511320.25,1708511320.82,10.87498665,106.8014984,-1.04,-0.01,9.99,10.046388933952583,6.731941805543573,24.479788147979203,11.373786608424071
1708511321.24,1708511321.81,10.87504673,106.801506,-0.87,-0.23,10.37,10.41029004825941,6.680591192893603,24.05012829441697,12.025067443960388
1708511322.24,1708511322.81,10.87510681,106.801506,-1.15,-0.35,9.95,10.019157760122464,6.787338322441771,24.434417960790377,11.573265224948852
1708511323.24,1708511323.82,10.87516785,106.801506,-0.63,-0.20,9.33,9.353232358685181,6.944067155337464,24.751130688376286,11.021206859489329
1708511324.25,1708511324.81,10.87522984,106.8015137,-1.05,-0.33,10.14,10.199612873917214,6.891861553398742,25.061314498214298,11.54725554416973
1708511325.24,1708511325.82,10.87529182,106.8015137,-0.49,-0.20,9.56,9.572994858222557,7.048746647704715,25.375487931736973,11.057896396465873
1708511326.24,1708511326.83,10.87535477,106.8015213,-1.51,-0.43,27.81,27.856154017858724,6.9986086831237415,24.945536135786774,32.82377941306412
1708511327.25,1708511327.82,10.87541771,106.8015213,-1.10,-0.16,10.15,10.209028819845912,7.153657876132713,26.013301117167266,11.557915589327596
1708511328.24,1708511328.81,10.87548161,106.8015289,-1.69,-0.42,10.82,10.962657321815525,7.210990993012896,25.959567574846425,12.663114384781158
1708511329.24,1708511329.81,10.87554646,106.8015289,-2.29,-0.49,7.37,7.7318498936398,7.1538286268450575,26.01392202884254,8.753434826858408
1708511330.23,1708511330.8,10.87561035,106.8015366,-0.94,-0.04,10.43,10.476106809730842,7.105355812495079,25.326020956940635,12.34432502095767
1708511331.24,1708511331.82,10.87567425,106.8015366,-0.75,-0.14,10.61,10.635851582684337,6.9986086831237415,24.945536135786774,12.532557294029322
1708511332.25,1708511332.82,10.87573719,106.8015366,-1.22,-0.24,10.41,10.48083886591781,6.837887087280231,24.616393514208834,12.106559341544527
1708511333.25,1708511333.82,10.87579823,106.8015442,-1.63,-0.18,10.06,10.191201134093841,6.150191392597481,22.36433212128085,11.537732387701706
1708511334.24,1708511334.82,10.87585354,106.8015442,-1.86,-0.13,10.30,10.469021231975585,5.514156412314037,19.850963084330534,12.092908632051849
1708511335.24,1708511335.82,10.87590313,106.8015442,-2.20,-0.23,9.80,10.04755705521386,4.5601039418004525,16.582195992264126,11.37510906986229
1708511336.23,1708511336.81,10.87594414,106.8015442,-1.86,-0.57,9.84,10.02993588657918,3.604939521726026,12.849289505697095,11.818587837257999
1708511337.24,1708511337.81,10.87597656,106.8015442,-2.19,-0.66,8.69,8.987835142878154,3.2880339810567314,11.956487088664938,10.175369444568359
1708511338.23,1708511338.81,10.87600613,106.8015442,0.08,0.01,11.19,11.193598989303366,3.711686651274193,13.100070778873643,13.452244819788564
1708511339.25,1708511339.82,10.87603951,106.8015442,-0.70,-0.44,9.83,9.868120388402241,4.11318514447766,14.957036744927432,11.171964002369938
1708511340.24,1708511340.81,10.87607574,106.8015518,-0.48,-0.35,10.19,10.208929914540505,4.427311861973474,15.938322703104507,11.792473618306166
1708511341.24,1708511341.81,10.87611485,106.8015594,-1.09,-0.29,10.48,10.541915543834211,4.665739121964608,16.966323916433446,11.93478558593151
1708511342.23,1708511342.81,10.87615681,106.8015594,-1.12,0.09,10.31,10.371559000994553,4.8448935014854015,17.26892749508591,12.221133060937666
1708511343.24,1708511343.81,10.87619972,106.8015671,-1.89,-0.47,10.24,10.422602841900865,4.531117762457511,16.47679170475971,11.799708473111579
1708511344.23,1708511344.81,10.87623978,106.8015747,-1.53,0.16,10.70,10.805094220371755,3.922957011956163,13.845730889341711,12.985347509073966
1708511345.25,1708511345.75,10.87627506,106.8015747,-1.42,-0.39,9.30,9.412617713591805,2.981115118755092,10.840418509228327,10.656277196203058
1708511346.24,1708511346.82,10.87630081,106.8015823,-0.74,-0.36,10.73,10.761454491739384,3.0446048663772927,10.960577518958253,12.430702262701441
1708511347.24,1708511347.81,10.8763237,106.8015976,-1.63,-0.29,10.34,10.469025742637184,2.6771333147870497,9.542257449738058,12.335981177649572
1708511348.25,1708511348.74,10.87634659,106.8016052,-0.79,0.07,9.58,9.616334049707069,2.2811062325742153,8.29493167490964,10.886909929104178
1708511349.24,1708511349.75,10.87636566,106.8016129,-1.73,-0.15,10.08,10.227916590282588,2.4502733157215353,8.820983936597527,11.814405385363257
1708511350.24,1708511350.74,10.87638187,106.8016281,-0.77,-0.38,10.50,10.538617345532362,3.0831832714150673,10.989564239503855,12.417983144646467
1708511351.25,1708511351.74,10.87639809,106.801651,-0.52,-0.18,10.24,10.256157364670692,2.8550276614521457,10.278099581227725,11.847026687470338
1708511352.25,1708511352.74,10.87641048,106.8016739,-0.54,-0.24,10.39,10.410157566317405,3.464783118684929,12.599211219303337,11.785618842528903
1708511353.24,1708511353.74,10.87641907,106.8017044,-0.78,-0.03,10.29,10.32301877682428,4.172680744109468,15.021650678794085,11.924259212867627
1708511354.24,1708511354.74,10.87642002,106.8017426,-0.30,0.03,10.18,10.184401198783254,5.00044726324798,18.00161014769273,11.764140165546701
1708511355.24,1708511355.83,10.87642288,106.8017883,-0.36,-0.43,10.22,10.230885811590115,5.019249697451603,18.069298910825772,11.817835173228294
1708511356.24,1708511356.83,10.8764267,106.8018341,-0.52,-0.20,9.94,9.952916606683283,5.839810343466378,21.02331723647896,11.496749168817919
1708511357.24,1708511357.82,10.87642956,106.8018875,-0.87,-0.04,9.42,9.46455622254926,5.855217569262799,21.291700046760205,10.715078176488165
1708511358.23,1708511358.83,10.87643433,106.8019409,-0.99,0.04,10.52,10.563566960964252,6.67953994728757,23.808261423057946,12.44738205854004
1708511359.24,1708511359.83,10.87643719,106.802002,-1.24,-0.30,10.77,10.843351202747353,5.832101364195419,20.99556491110351,12.525302266038912
1708511360.24,1708511360.81,10.87643814,106.8020554,-1.13,-0.15,10.24,10.301754300441585,6.664430279435863,23.754405180701752,12.138879994291187
1708511361.25,1708511361.82,10.87644005,106.8021164,-1.55,-0.32,10.01,10.13331757125967,6.664430236791898,23.991948852450836,11.705132773494649
1708511362.25,1708511362.8,10.87644196,106.8021774,-0.55,0.08,10.41,10.42137253702964,6.672801179543539,24.264731328232557,11.798315611939215
1708511363.24,1708511363.81,10.87644291,106.8022385,0.20,-0.02,9.73,9.73539946677987,7.493956035873161,26.71113067710948,11.471526341747596
1708511364.25,1708511364.82,10.87644482,106.8023071,-1.92,-0.90,8.87,9.117543833486932,6.67281883404308,24.264795526412087,10.322216135249079
1708511365.24,1708511365.82,10.87644386,106.8023682,-1.19,-0.32,9.45,9.527977953841459,6.664430151727215,23.991948546217976,11.005896758723644
1708511366.24,1708511366.82,10.87644577,106.8024292,-1.26,-0.24,9.60,9.684958555524242,7.502609307877978,27.00939350836072,11.187227184089128
1708511367.24,1708511367.81,10.87644672,106.8024979,-1.46,-0.27,10.00,10.106720536355995,6.661900421121585,23.745387863852844,11.909065596857111
1708511368.25,1708511368.82,10.87644768,106.8025589,-2.45,-0.48,11.01,11.286471375550072,5.831144421559571,21.20416132868264,12.77771723069137
1708511369.24,1708511369.82,10.87644768,106.8026123,-1.39,-0.41,9.54,9.652332619631384,6.664430107532225,23.754404567975907,11.37364607207388
1708511370.25,1708511370.81,10.87644577,106.8026733,-1.26,-0.10,9.66,9.743597470476018,5.831144457357722,21.420530242779193,10.809265725098772
1708511371.23,1708511371.8,10.87644577,106.8027267,-0.17,-0.56,5.52,5.549047215513667,5.850713599237486,20.854028867459867,6.538616265473222
1708511372.24,1708511372.82,10.87644291,106.8027802,-1.15,0.17,7.16,7.259183073107391,5.855217402171362,20.870082026583678,8.55372294962066
1708511373.25,1708511373.81,10.87643814,106.8028336,-0.73,-0.08,13.72,13.741285015925143,5.8781223881746625,21.374990296546457,15.556877652672949
1708511374.24,1708511374.82,10.87643147,106.802887,-1.36,-0.22,9.60,9.702314443242681,5.892542890158472,21.00312337116029,11.432541221484245
1708511375.25,1708511375.83,10.87642384,106.8029404,-0.76,-0.20,9.87,9.895836807016934,5.8658509653063104,21.3303669410914,11.203342503933607
1708511376.24,1708511376.81,10.87641811,106.8029938,-0.73,-0.17,9.51,9.540928501286796,5.892543148664266,21.003124292567087,11.242375107535654
1708511377.25,1708511377.82,10.87641048,106.8030472,-2.18,-0.26,10.26,10.492305249297909,6.781422926395658,24.41312253502437,12.119804316741643
1708511378.25,1708511378.82,10.87639904,106.8031082,-2.15,-0.35,9.46,9.710682548387396,5.968284479607723,21.485824126587804,11.216941317669784
1708511379.25,1708511379.82,10.8763876,106.8031616,-2.48,-0.34,9.54,9.868558095734599,5.9919443364758225,21.57099961131296,11.399305506928828
1708511380.25,1708511380.76,10.8763752,106.803215,-0.86,0.03,9.70,9.739447565898637,5.968522032989079,21.486679318760686,11.250168180129512
1708511381.25,1708511381.75,10.87636375,106.8032684,-1.61,-0.16,10.37,10.490823238536727,5.13546724023575,18.674426148237874,11.87694261552628
1708511382.24,1708511382.75,10.87635326,106.8033142,-1.55,-0.30,9.67,9.803492716600774,4.360994862322353,15.544140250099943,11.551762752352131
1708511383.25,1708511383.75,10.87634182,106.8033524,-1.49,0.07,9.77,9.877517400642734,4.493148398675299,16.175334235231077,11.409654521727827
1708511384.25,1708511384.75,10.87632656,106.8033905,-1.18,0.11,8.95,9.027708119389379,4.877237356074099,17.55805448186676,10.42802827748272
1708511385.25,1708511385.75,10.87630367,106.8034286,-0.85,-0.03,10.56,10.592664521576555,4.652172413949874,16.747820690219545,12.235730675390919
1708511386.25,1708511386.74,10.87626839,106.8034515,-0.43,-0.27,9.83,9.839566668416971,4.878121432030591,17.919629401551347,10.91573118255549
1708511387.23,1708511387.74,10.87622452,106.8034515,-0.98,-0.17,10.15,10.19489809768701,5.090503741566082,17.96648412972685,12.252025934995332
1708511388.25,1708511388.74,10.87617874,106.8034515,-0.22,-0.14,9.38,9.383508139283517,5.08939179253573,18.506879067306343,10.623321465679268
1708511389.24,1708511389.84,10.87613297,106.8034515,-0.48,-0.06,10.53,10.541170403204179,5.2619954805817635,18.755627632635598,12.420991492525172
1708511390.25,1708511390.84,10.87608624,106.8034439,0.07,-0.42,12.54,12.547314860322972,5.367433039682405,19.5179381381001,14.205151987269788
1708511391.24,1708511391.83,10.87603855,106.8034363,-1.29,-0.44,7.31,7.438044646495833,5.368034064080466,19.324922630689677,8.591786406590629
1708511392.24,1708511392.83,10.87599087,106.8034286,-0.44,-0.08,9.66,9.667528755835068,5.408521232149882,19.470676435739577,11.167093785708737
1708511393.24,1708511393.84,10.87594223,106.8034286,-0.01,-0.13,9.92,9.923737775081094,5.576258473918239,20.07453050610566,11.463044304080652
1708511394.24,1708511394.77,10.87589264,106.803421,-0.46,-0.15,9.77,9.778643964158722,5.786518578401023,20.831466882243685,11.29544447218793
1708511395.24,1708511395.84,10.87584114,106.80341339,-0.56,-0.31,10.02,10.035943261241423,5.938921031915512,21.168431600766077,11.825666515119943
1708511396.25,1708511396.84,10.87578773,106.80341339,-0.40,-0.17,10.05,10.063618653752895,6.2057861103409335,22.566494729309593,11.393292836743523
1708511397.24,1708511397.84,10.87573242,106.8034058,-0.13,-0.31,9.46,9.464542961463472,6.255826573115299,22.520975663215076,10.932622137352269
1708511398.24,1708511398.83,10.87567616,106.8034058,-0.21,0.06,10.18,10.18370948012119,6.3131816457805625,22.50242984099992,11.999784082466196
1708511399.25,1708511399.82,10.87561989,106.8033981,-0.68,0.23,9.84,9.867619604882764,6.574956012375788,23.669841644552836,11.398221443397789
1708511400.25,1708511400.82,10.87556076,106.8033981,-0.57,0.04,10.73,10.748362278350442,6.731941629184617,24.234989865064623,12.415579269176485
1708511401.25,1708511401.82,10.87550068,106.8033905,-0.15,-0.06,9.16,9.161441237903322,6.942753301590335,24.993911885725204,10.582505219255365
1708511402.25,1708511402.83,10.87543869,106.8033829,-0.68,-0.24,9.44,9.46430677745485,6.9986086829469105,25.19499125860888,10.932349317995678
1708511403.25,1708511403.83,10.87537575,106.8033829,-0.66,-0.37,10.04,10.065427213983519,7.154932947806636,25.757758612103892,11.626711699609508
1708511404.25,1708511404.82,10.87531185,106.8033752,-0.69,-0.03,9.89,9.915637901819531,7.210990992836066,26.22178517589839,11.225759854921959
1708511405.24,1708511405.81,10.875247,106.8033752,-0.92,0.03,7.81,7.863467923109864,7.152553511988894,25.74919264316002,9.083198612187116
1708511406.24,1708511406.82,10.87518311,106.8033676,-0.64,-0.46,10.48,10.50805233565616,7.317738122561064,26.34385724121983,12.13799399009618
1708511407.24,1708511407.82,10.8751173,106.8033676,-0.63,-0.56,9.51,9.549138559169732,7.363542627994951,26.246290803055402,11.252049276078276
1708511408.25,1708511408.82,10.8750515,106.80336,-0.35,0.03,10.51,10.51087175261881,7.469619332605171,27.16225185690828,11.899640076522934
1708511409.24,1708511409.82,10.87498474,106.8033524,-0.47,-0.24,9.86,9.87423274093852,7.423373302902049,26.724143890447376,11.405860366685987
1708511410.24,1708511410.73,10.87491798,106.8033524,-0.18,-0.24,10.93,10.937375777072347,7.5758138295785855,27.27292978648291,12.633911329033921
1708511411.24,1708511411.82,10.87485027,106.8033447,-0.02,-0.38,11.41,11.416175415221648,7.679617606589733,27.64662338372304,13.186979294882944
1708511412.24,1708511412.82,10.87478161,106.8033371,-0.56,-0.37,10.06,10.082244018294958,7.741390792955355,27.869006854639277,11.646137018702396
1708511413.24,1708511413.81,10.87471199,106.8033371,-0.64,-0.09,9.49,9.508688424570215,7.890789566471584,28.69377996530555,10.765041427129379
1708511414.23,1708511414.82,10.87464142,106.8033295,-0.90,-0.08,10.57,10.608548439819653,7.891945538706119,28.129707136245365,12.500385144991835
1708511415.24,1708511415.82,10.87457085,106.8033218,-0.59,-0.20,9.58,9.60166160388688,7.891895390960427,28.410823407457535,11.091009743780338
1708511416.24,1708511416.81,10.87450027,106.8033142,-0.20,-0.39,10.63,10.64085353197237,7.9958466571057185,28.78504796558059,12.291394455879367
1708511417.24,1708511417.82,10.87442875,106.8033066,-0.61,-0.24,10.08,10.104859804404349,7.996952622171343,29.07982743685858,11.439983050518768
1708511418.23,1708511418.82,10.87435722,106.803299,-0.69,-0.28,10.18,10.2073112413494,8.059408283185492,28.72660405289705,12.027594777503918
1708511419.24,1708511419.81,10.87428474,106.803299,-1.00,-0.50,10.79,10.849504212942943,8.102044758261279,29.46198065532249,12.2830149754775
1708511420.23,1708511420.8,10.87421227,106.8032913,-0.30,-0.17,10.54,10.545755596974127,8.10202490410949,28.878504881387176,12.426394370064349
1708511421.24,1708511421.82,10.87413979,106.8032837,-0.70,-0.41,10.09,10.124586822845332,7.953773102844508,28.63358317024023,11.695047767406253
1708511422.24,1708511422.74,10.87406826,106.8032837,-0.00,0.15,11.34,11.34432518437694,7.741390792955355,28.150511703207147,12.843215080755439
1708511423.23,1708511423.74,10.87399864,106.8032837,-0.96,-0.24,9.77,9.823220223305368,7.785748394241959,27.47911249352307,11.80535085175728
1708511424.25,1708511424.75,10.87392902,106.8032761,-0.82,-0.03,9.56,9.591413550092025,7.785814518533299,28.312052521934447,10.858696762496725
1708511425.24,1708511425.75,10.87385941,106.8032684,-2.30,-0.78,2.30,3.34145219594382,7.423373302725218,26.724143889810787,3.8597568204847694
1708511426.24,1708511426.74,10.87379265,106.8032684,-0.96,-0.09,9.79,9.838657033468653,6.731942235719144,24.234992048588918,11.364766383741365
1708511427.24,1708511427.74,10.87373257,106.8032608,-1.64,0.12,11.46,11.573402577557829,6.101262791471347,21.747075501676363,13.637303018241536
1708511428.25,1708511428.83,10.87367821,106.8032532,-1.38,-0.03,10.82,10.910717535655353,5.387935758522033,19.39656873067932,12.603118032258262
1708511429.25,1708511429.83,10.87363529,106.8032303,-0.21,0.12,11.40,11.398254520866297,4.652184440284945,16.747863985025802,13.166278626382816
1708511430.25,1708511430.83,10.87360001,106.8032074,-1.17,-0.26,9.59,9.661674866424029,5.611704321362827,20.202135556906175,11.16033187853315
1708511431.25,1708511431.82,10.87357712,106.8031616,-0.88,-0.06,8.96,9.001730672600731,4.3829889630903125,15.938141530431478,10.191100946794146
1708511432.24,1708511432.83,10.87356472,106.8031235,-0.49,-0.20,9.48,9.4932617349016,5.839866273186418,21.23587715247475,10.74757645762454
1708511433.23,1708511433.82,10.87356186,106.8030701,-0.41,-0.14,10.68,10.691532125176142,5.002407568285223,18.008667245826803,12.349933987286782
1708511434.23,1708511434.74,10.87356281,106.8030243,-0.66,-0.35,9.56,9.58943588307235,0.10674712972499892,18.008667245826803,11.524393477560418
1708511435.25,1708511435.25,10.87356377,106.8030243,-0.70,0.00,9.45,9.475890459476616,5.831200807319317,18.008667245826803,0.07005253701845976
