Time,Latitude,Longitude,az,s,v,IRI
1708512631.24,10.87347698,106.8018188,10.15,0.15684780099259024,7.058157775850353,0.0649598760986919
1708512631.32,10.87347762,106.80182008,10.64,0.15732342867557714,2.35985133636159,0.6128640487060557
1708512631.56,10.87347825,106.80182137,9.72,0.15684780184512617,7.058136779307671,0.06220825213648596
1708512631.64,10.87347889,106.80182265,10.12,0.15684780019498154,7.058157739957927,0.06476787646490265
1708512631.72,10.87347953,106.80182393,9.81,0.15732342786790623,7.079561005651283,0.06278388024908055
1708512631.8,10.87348016,106.80182522,10.23,0.15684780104751736,1.3131441769982122,1.8915275873165587
1708512632.23,10.8734808,106.8018265,10.2,0.17679993349098422,7.07200408402803,0.08261984241493109
1708512632.32,10.87348239,106.8018265,9.64,0.17679993331415345,3.743996907568571,0.27859625006109134
1708512632.49,10.87348398,106.8018265,9.59,0.17568798428380106,7.905966832488562,0.06137588293462613
1708512632.57,10.87348556,106.8018265,9.98,0.17679993331415345,7.955980875880832,0.06387225888087755
1708512632.65,10.87348715,106.8018265,10.3,0.17679993331415345,7.072004076954792,0.08342984086997944
1708512632.74,10.87348874,106.8018265,10.42,0.17679993313732267,1.2479995513651232,2.71024189863968
1708512633.25,10.87349033,106.8018265,10.07,0.21238230988915313,9.557213059480521,0.06444787707525394
1708512633.33,10.87349224,106.8018265,10.11,0.21238231024281468,4.497505727892216,0.29217926225286645
1708512633.5,10.87349415,106.8018265,9.84,0.21238230971232236,9.55721305152313,0.06297587988286978
1708512633.58,10.87349606,106.8018265,9.82,0.21127036068196992,9.507146963904647,0.06284825473048272
1708512633.66,10.87349796,106.8018265,10.45,0.21238230988915313,9.557213059480521,0.06687987243658428
1708512633.74,10.87349987,106.8018265,9.81,0.21238230988915313,1.5603597973881644,2.3553810916843427
1708512634.23,10.87350178,106.8018265,9.91,0.3473786575804497,13.895159554674779,0.0802708468952909
1708512634.32,10.87350464,106.80182522,10.12,0.34781947360493787,6.95638689216028,0.3278882432098839
1708512634.5,10.8735075,106.80182393,10.4,0.3473786557156464,15.632054415092897,0.06655987304693554
1708512634.58,10.87351036,106.80182265,10.28,0.34737865596266687,15.63200783915068,0.06579226666286785
1708512634.66,10.87351322,106.80182137,10.37,0.3478194719638605,17.887875617348946,0.05081290308194013
1708512634.73,10.87351608,106.80182008,9.84,0.34737865425974745,2.404929233087453,2.6607358048095735
1708512635.25,10.87351894,106.8018188,10.1,0.36783040904204267,16.5523841924756,0.06463987670904316
1708512635.33,10.87352207,106.80181771,10.85,0.3685318080148452,7.804199490825139,0.3135652814484274
1708512635.5,10.87352521,106.80181663,9.54,0.3678304077302579,18.91701043822312,0.046745910839123314
1708512635.57,10.87352834,106.80181554,9.96,0.36853180771810484,13.267126099075655,0.09960028495808958
1708512635.67,10.87353148,106.80181446,9.96,0.36783040692062174,16.55238409701157,0.06374387841802673
1708512635.75,10.87353461,106.80181337,9.58,0.36853180709230066,16.583947134837977,0.061311883056696395
1708512635.83,10.87353775,106.80181229,10.75,0.36783040594366834,3.229729717529953,1.8070757565975977
1708512636.24,10.87354088,106.8018112,10.02,0.5314603909220897,23.915740399321415,0.0641278776856052
1708512636.32,10.87354442,106.80180793,11.11,0.531460386901108,10.62920379593379,0.3599642670021553
1708512636.5,10.87354796,106.80180466,9.37,0.5314603852273292,23.915740143056947,0.05996788562017172
1708512636.58,10.8735515,106.80180139,10.01,0.5330176450737876,27.412268809111804,0.049049240566548635
1708512636.65,10.87355505,106.80179811,10.94,0.5314603784818906,19.132591871609538,0.10939979133615907
1708512636.75,10.87355859,106.80179484,10.42,0.5314603755035362,23.915739705485844,0.06668787280279502
1708512636.83,10.87356213,106.80179157,9.86,0.5314603738297538,4.783142224077811,1.5776007522583906
1708512637.23,10.87356567,106.8017883,9.69,0.6073525061127772,24.29412341319263,0.07848885029418455
1708512637.32,10.87356964,106.80178448,11.35,0.6074127087731379,24.2964671581847,0.0919353117373248
1708512637.41,10.87357362,106.80178067,12.07,0.6081611795282019,10.425630163139182,0.5322859847436024
1708512637.62,10.8735776,106.80177685,10.26,0.6073524935880216,21.864658491523915,0.10260029354116455
1708512637.72,10.87358157,106.80177303,10.3,0.6066030196933617,27.29716191880351,0.06591987426763808
1708512637.8,10.87358554,106.80176922,6.28,0.60816116796539,4.975863454441394,1.215808316223165
1708512638.24,10.87358952,106.8017654,9.29,0.6086459479284928,27.38909377705746,0.059455886596733766
1708512638.32,10.87359293,106.80176104,9.61,0.607099059550078,12.141976687866048,0.3113642309532594
1708512638.5,10.87359633,106.80175669,10.8,0.6086459406393202,31.301821084622148,0.05291989906315848
1708512638.57,10.87359974,106.80175233,10.57,0.6079538357741049,24.31811220152592,0.08561729031396682
1708512638.66,10.87360314,106.80174797,13.15,0.6086459309223848,31.30182058489357,0.06443487710004944
1708512638.73,10.87360655,106.80174361,12.85,0.6070990425787521,21.855586375946473,0.12849975490581755
1708512638.83,10.87360995,106.80173926,10.0,0.6086459236332018,5.344206991176978,1.6810007038117192
1708512639.24,10.87361336,106.8017349,7.94,0.5897527683948695,26.538899887236333,0.0508159030762181
1708512639.32,10.87361649,106.80173054,10.8,0.5895294369136479,11.790584365459493,0.34992025955205014
1708512639.5,10.87361963,106.80172619,8.76,0.5897527590624846,26.538899467278615,0.056063893066457246
1708512639.58,10.87362276,106.80172183,11.44,0.5897527562818827,26.538820250228294,0.07321629675323038
1708512639.66,10.87362589,106.80171747,12.66,0.5897527521441576,26.5388991559536,0.08102384545905805
1708512639.74,10.87362902,106.80171311,4.92,0.5895294209399089,26.52884924217807,0.03148793994143489
1708512639.82,10.87363216,106.80170876,10.08,0.5897527429161197,5.17831568302349,1.694448709442213
1708512640.23,10.87363529,106.8017044,9.28,0.82200406384045,36.99021814944126,0.059391886718804014
1708512640.31,10.87363926,106.80169805,8.28,0.8226017436957119,17.41979381341039,0.239292214782763
1708512640.48,10.87364324,106.8016917,13.8,0.8220040482498855,32.88019328699128,0.11177978679667148
1708512640.57,10.87364721,106.80168535,10.91,0.8220040404644046,36.9901068583041,0.0698242830050475
1708512640.65,10.87365118,106.801679,10.09,0.8226017204317773,37.01711272169965,0.06457587683111342
1708512640.73,10.87365516,106.80167265,10.1,0.8220040248738236,5.802381460552131,2.627009901752473
1708512641.24,10.87365913,106.8016663,8.69,0.7065806135697044,31.796157933815877,0.055615893920949025
1708512641.32,10.87366254,106.80166084,7.36,0.7050625537585344,14.930729731802627,0.2127041909180116
1708512641.49,10.87366594,106.80165539,10.37,0.7065806020830705,28.263251037259433,0.08399683978851327
1708512641.58,10.87366935,106.80164993,9.6,0.7065805963313173,31.796062398347125,0.06144024902368982
1708512641.66,10.87367276,106.80164447,9.47,0.7065805905795625,31.79615689925851,0.060607884399469195
1708512641.74,10.87367617,106.80163901,8.46,0.7050625307083842,31.727844139907365,0.054143896728564865
1708512641.82,10.87367957,106.80163356,22.55,0.7065805790929146,6.05640386349416,3.977821445160043
1708512642.24,10.87368298,106.8016281,14.21,0.8040181722332299,32.16075756021768,0.11510078046236971
1708512642.33,10.87368664,106.80162175,10.71,0.8034558956204045,12.051837955409056,0.6168960490264904
1708512642.57,10.87369029,106.8016154,11.58,0.803455889547132,41.32048727482762,0.056742278297765555
1708512642.64,10.87369394,106.80160905,8.89,0.80401814883109,28.94468096171807,0.08889983043678741
1708512642.74,10.8736976,106.8016027,10.9,0.8040181429207801,36.18085093618339,0.06975986694342282
1708512642.82,10.87370126,106.80159635,6.19,0.8034558662874318,6.88676331718193,1.0919163966980343
1708512643.24,10.87370491,106.80159,11.36,0.6757349538548949,30.408101922896083,0.07270386132819112
1708512643.32,10.87370777,106.80158454,11.28,0.6747716477864081,14.289275540269779,0.3259922926026047
1708512643.49,10.87371063,106.80157909,10.74,0.6757349438495662,27.02942353124966,0.08699383407219216
1708512643.58,10.87371349,106.80157363,11.62,0.6762589597802969,30.43159151873048,0.07436830142242458
1708512643.66,10.87371636,106.80156817,11.78,0.6757349323741657,30.40810095626235,0.07539185620124042
1708512643.74,10.87371922,106.80156271,7.45,0.674771629005494,30.364752263331592,0.04767990905766055
1708512643.82,10.87372208,106.80155726,7.7,0.6757349222856057,5.792012567458787,1.3582804934692831
1708512644.24,10.87372494,106.8015518,9.75,0.6776327566502652,27.1053361156735,0.07897484936721355
1708512644.33,10.87372844,106.80154672,10.54,0.6778898014341503,10.168346617458464,0.6071040482482919
1708512644.57,10.87373193,106.80154163,10.52,0.6776327472783296,30.493411830859507,0.0673282728884601
1708512644.65,10.87373543,106.80153655,7.88,0.6776327406792256,30.49350241143522,0.050431903808639614
1708512644.73,10.87373893,106.80153147,10.46,0.6778897854062453,34.86293649735118,0.051253902240799794
1708512644.8,10.87374242,106.80152638,8.66,0.6776327300369324,5.54426707019875,1.676576436065702
1708512645.24,10.87374592,106.8015213,10.77,0.6776327260800766,30.493501754472888,0.06892786853033613
1708512645.32,10.87374942,106.80151622,9.78,0.6778897693783255,9.761612679047888,0.6112500000000001
1708512645.57,10.87375291,106.80151113,9.92,0.6776327140658677,30.49341033630175,0.06348825732447949
1708512645.65,10.87375641,106.80150605,11.26,0.6776327088386596,27.105334203207452,0.09120582603844354
1708512645.74,10.87375991,106.80150097,10.09,0.6778897532491605,34.862934843556665,0.04944090569882121
1708512645.81,10.8737634,106.80149588,12.11,0.6776326994666936,5.808279226056094,2.1362047760925997
1708512646.23,10.8737669,106.8014908,11.13,0.5827791385657138,20.980068996518657,0.11129978771219841
1708512646.33,10.87377056,106.80148698,78.4,0.5812210135728714,8.718314857158363,4.515840358886726
1708512646.57,10.87377421,106.80148317,7.43,0.582779132235407,26.225007804095984,0.047552192733959935
1708512646.65,10.87377787,106.80147935,-12.99,0.5820031618605608,26.190167260615095,0.08313584143073968
1708512646.73,10.87378152,106.80147553,12.51,0.5819980113141936,23.27994265405114,0.10133080672654785
1708512646.82,10.87378518,106.80147172,11.28,0.5820031544099237,4.988597560180799,1.9897927229004562
1708512647.24,10.87378883,106.8014679,10.92,0.6471849875040796,29.123352211876597,0.06988786669928232
1708512647.32,10.87379328,106.80146408,-4.16,0.6464816923789833,9.30933637025736,0.26
1708512647.57,10.87379773,106.80146027,13.35,0.6480355375673943,33.32746020292729,0.06541532083550691
1708512647.64,10.87380219,106.80145645,9.02,0.6471849755963556,25.88742371202534,0.07306186064536063
1708512647.73,10.87380664,106.80145263,3.75,0.6464816803859921,25.859291876782187,0.030374942064312908
1708512647.82,10.87381109,106.80144882,5.64,0.6471849675737416,5.547298714381345,0.9948963614502281
1708512648.24,10.87381554,106.801445,11.86,0.6000200314705137,27.000927166263878,0.07590385522467842
1708512648.32,10.87382079,106.80144373,10.52,0.5986863423951331,8.621083330489917,0.6575
1708512648.57,10.87382603,106.80144247,9.58,0.6000200303431986,27.000846646664254,0.06131224850489047
1708512648.65,10.87383128,106.8014412,7.31,0.5989382438174612,26.95224667545118,0.0467839107666441
1708512648.73,10.87383652,106.80143993,11.22,0.5986863407275061,23.947476467193496,0.09088182665642422
1708512648.82,10.87384176,106.80143867,11.36,0.6000200288248042,5.143027884255731,2.00390472802741
1708512649.24,10.87384701,106.8014374,8.95,0.7558187776771927,34.01187743172763,0.057279890747122406
1708512649.32,10.87385369,106.80143612,10.2,0.7549290314928859,10.870978053497558,0.6375000000000001
1708512649.57,10.87386036,106.80143483,10.93,0.7547260347881827,38.814386604377255,0.0535572626765611
1708512649.64,10.87386703,106.80143355,10.61,0.7558187759422071,34.01187735365321,0.06790387048346021
1708512649.72,10.87387371,106.80143227,9.69,0.7549290297286073,33.97183873585741,0.06201588171392359
1708512649.8,10.87388038,106.80143098,9.84,0.7558187750722352,6.183970991841791,1.9050244954834308
1708512650.24,10.87388706,106.8014297,8.57,0.8128349139512605,36.57760601093013,0.05484789538579207
1708512650.32,10.87389437,106.8014297,9.43,0.812834913597599,11.704822755805425,0.589375
