Start,Stop,Lat,Lon,avg_ax,avg_ay,avg_az,av,s,v(m/s),IRI
1708512256.3,1708512256.9,10.87639809,106.8012009,-0.52,-0.04,9.00,9.019625088366695,6.044350562273727,6.044350562273727,0.0021741929044405564
1708512257.3,1708512257.9,10.87638378,106.8011475,-1.32,0.01,10.20,10.288944829975797,5.926850487315881,5.926850487315881,0.002480164155865661
1708512258.3,1708512258.89,10.87637424,106.8010941,-1.10,-0.13,10.37,10.431714888272401,5.9031904726113735,5.9031904726113735,0.0024314583627637987
1708512259.3,1708512259.89,10.87636662,106.8010406,-1.66,-0.22,9.79,9.935739960940431,5.101827460788205,5.101827460788205,0.0023158548979741087
1708512260.3,1708512260.89,10.87635708,106.8009949,-2.05,-0.20,9.98,10.193188301758289,4.3613192898682955,4.3613192898682955,0.0023758618026839934
1708512261.3,1708512261.89,10.87634563,106.8009567,-1.53,-0.30,9.87,9.99305759014727,3.8383920108060887,3.877163609929874,0.0023292146792144343
1708512262.29,1708512262.89,10.87632847,106.8009262,-1.41,-0.43,9.55,9.667480519340948,2.7004619517740798,2.7004619517740798,0.002330359337892899
1708512263.29,1708512263.88,10.87630939,106.8009109,-1.30,0.04,9.61,9.700056174884677,1.9889386522687322,1.9889386522687322,0.0022609209471605818
1708512264.29,1708512264.88,10.87629318,106.8009186,-0.11,-0.70,9.97,9.9969281392947,2.963358660912461,2.963358660912461,0.0023301168395201753
1708512265.29,1708512265.88,10.87627888,106.8009415,-0.44,0.22,10.14,10.151783231421847,3.35750178331125,3.35750178331125,0.0023662109729202753
1708512266.29,1708512266.88,10.87627506,106.800972,0.04,0.05,10.40,10.400227027436577,5.0292933111451985,4.9794983748845505,0.0024241190687575107
1708512267.3,1708512267.87,10.87627983,106.8010178,-0.23,-0.11,10.71,10.716365599710876,5.42216063504623,5.42216063504623,0.002331331391305573
1708512268.3,1708512268.88,10.8762989,106.8010635,-0.45,-0.10,9.00,9.015293795668681,6.969561378416838,6.969561378416838,0.0020306870278497106
1708512269.3,1708512269.88,10.87631702,106.8011246,-0.20,0.15,10.27,10.269597525382059,6.13574626441916,6.13574626441916,0.002313217843887697
1708512270.3,1708512270.87,10.87633419,106.801178,5.61,0.04,35.82,36.25831820270886,7.785292204926106,7.785292204926106,0.007887949943048044
1708512271.3,1708512271.87,10.87635326,106.8012466,-0.89,-0.07,9.94,9.983467166604328,6.044351137988513,6.044351137988513,0.002171890290883797
1708512272.3,1708512272.88,10.87636757,106.8013,-1.38,-0.19,10.03,10.128925850695566,6.773160833336123,6.841576533424004,0.0022815316724277054
1708512273.29,1708512273.87,10.87637806,106.8013611,-1.34,0.11,10.21,10.300999546969539,5.832102540417379,5.774359005431641,0.0023202892141473
1708512274.3,1708512274.87,10.87637711,106.8014145,-2.21,0.11,10.24,10.476750185264725,5.926850615672004,5.926850615672004,0.0022792033696977555
1708512275.3,1708512275.87,10.87636757,106.8014679,-2.53,-0.03,9.71,10.031788640782528,3.8925590596815085,3.9318778001860606,0.002182402564711861
1708512276.29,1708512276.87,10.87634945,106.8014984,-1.11,-0.17,9.09,9.162811916776542,3.493543166501184,3.4589536628597393,0.0020639136585547725
1708512277.3,1708512277.86,10.87632751,106.8015213,-2.05,-0.17,6.45,6.769413440862755,2.980047120696946,3.0101485777676085,0.0014214575183733058
1708512278.29,1708512278.87,10.87630177,106.8015289,-0.47,0.17,9.74,9.757736816382053,3.086742253799661,3.086742253799661,0.002197919860718758
1708512279.29,1708512279.87,10.87627506,106.8015366,-1.66,0.13,9.00,9.150117637373729,3.287753346794082,3.25520136419614,0.002061054285593399
1708512280.3,1708512280.87,10.87624645,106.8015442,-0.24,0.24,10.93,10.936971193565835,4.009779034639187,3.970078289604756,0.002379323851180734
1708512281.31,1708512281.88,10.87621117,106.8015366,-0.61,-0.37,8.02,8.051392046651866,4.772486251689607,4.772486251689607,0.0017515713279817897
1708512282.31,1708512282.88,10.87616825,106.8015366,0.06,-0.37,10.39,10.398514183392848,5.301774102248053,5.3553273244198705,0.0022621851217414003
1708512283.3,1708512283.88,10.87612057,106.8015366,-0.37,-0.01,10.00,10.00518601637282,5.726538722203189,5.784382491958605,0.0022536593831731727
1708512284.29,1708512284.87,10.87606907,106.8015366,-0.35,0.22,9.61,9.619009535521029,5.938921032092343,5.880119889276768,0.0021666716879543482
1708512285.3,1708512285.81,10.87601566,106.8015366,-1.61,-0.21,9.55,9.685154017016629,5.78793805590153,5.730631792626825,0.0016867617636681703
1708512286.31,1708512286.81,10.87596416,106.8015289,-1.33,-0.21,10.09,10.180203829000675,5.407409282765868,5.407409282765868,0.0017041325134963922
1708512287.31,1708512287.82,10.87591553,106.8015289,-1.18,-0.02,10.18,10.244479814352054,5.1961389220838985,5.248625123261726,0.0017841736754169134
1708512288.3,1708512288.82,10.8758688,106.8015289,-0.89,-0.17,10.29,10.3345991160223,4.844106003233641,4.844106003233641,0.0018711438240062148
1708512289.3,1708512289.81,10.87582588,106.8015213,-2.08,-0.09,10.46,10.661262693612901,3.9229570121329935,3.962582802366524,0.001856760381137189
1708512290.29,1708512290.81,10.8757906,106.8015213,-2.66,-0.49,7.40,7.880043182340791,3.3936691612208865,3.3600685081831654,0.0014267311163216518
1708512291.3,1708512291.81,10.87576008,106.8015213,-0.67,0.31,11.11,11.135957026178255,3.493669818462558,3.4590790608424817,0.001939432917701338
1708512292.31,1708512292.81,10.87572956,106.8015137,-0.48,-0.51,9.23,9.253746688654157,3.1812868513317327,3.213421030996123,0.0015490466466763393
1708512293.3,1708512293.9,10.87570095,106.8015137,-1.77,-0.57,8.32,8.528667982224444,3.701698475256747,3.739089332927285,0.002055847025748115
1708512294.29,1708512294.9,10.87566853,106.801506,-0.24,-0.07,10.30,10.30580468493759,3.924068961340177,3.9637059833730617,0.0025677258181234196
1708512295.28,1708512295.8,10.87563324,106.801506,-0.13,-0.23,8.53,8.53417655339075,4.34772163173447,4.262472267681056,0.0015451660554591455
1708512296.3,1708512296.89,10.87559414,106.801506,-0.09,-0.20,11.45,11.453539868102094,4.844106134624704,4.893036452485932,0.002669628684623441
1708512297.29,1708512297.89,10.87555122,106.8014984,-0.56,-0.41,10.61,10.629766253885592,5.156612089706127,5.10555657266981,0.002562319624001664
1708512298.3,1708512298.89,10.87550545,106.8014908,-0.16,-0.15,10.34,10.340852805000848,5.660691582152652,5.660691582152652,0.002410279930013769
1708512299.3,1708512299.89,10.87545681,106.8014755,-0.64,0.08,10.66,10.683805215256923,6.063762192849161,6.063762192849161,0.0024902164040142808
1708512300.3,1708512300.88,10.87540436,106.8014603,-0.78,0.14,9.72,9.749538345951757,5.863947971019406,5.863947971019406,0.0021960749694213467
1708512301.3,1708512301.89,10.87535381,106.801445,-0.97,0.07,10.87,10.910817885877094,5.766542831874676,5.824790683156711,0.0025431292627670927
1708512302.29,1708512302.88,10.87530708,106.8014221,-1.37,-0.22,10.42,10.515430450106185,5.05182886850061,5.05182886850061,0.002450971060828723
1708512303.29,1708512303.87,10.87526417,106.8014069,-1.93,-0.13,10.17,10.346527329388243,4.116491247950818,4.116491247950818,0.0023305442988124808
1708512304.29,1708512304.87,10.87522793,106.8013992,-1.69,-0.12,9.51,9.658351308582642,3.1856512799414323,3.1856512799414323,0.0021755333805778708
1708512305.29,1708512305.87,10.87520027,106.8013916,-2.25,-0.08,10.11,10.353110911970159,1.4844522708097052,1.4994467237473403,0.002332027243801033
1708512306.28,1708512306.87,10.87518692,106.8013916,-2.30,-0.41,10.33,10.586377777334627,0.8566488503427185,0.848167186565813,0.0024675057026070715
1708512307.29,1708512307.87,10.87518501,106.801384,-0.30,-0.50,9.70,9.714217244156455,0.4247646199551369,0.42905516753873535,0.0021881171232679968
