Start,Stop,Lat,Lon,avg_ax,avg_ay,avg_az,av,s,v(m/s),IRI
1708512111.3,1708512111.88,10.8738699,106.8009491,0.02,-0.28,10.20,10.20377108937889,3.6468443686982415,3.6836811450181015,0.0022983904968582043
1708512112.29,1708512112.86,10.87385654,106.8009796,-0.15,-0.13,9.61,9.608751942312221,6.103419958538467,6.103419958538467,0.0020903714814456548
1708512113.29,1708512113.88,10.87384033,106.801033,0.86,-0.44,14.38,14.41281268331912,5.352919013869494,5.29991986575591,0.003359385710320932
1708512114.3,1708512114.88,10.87382317,106.8010788,-0.50,-0.12,10.46,10.47110455279459,6.929315606520162,6.860708586088097,0.0023586071252424297
1708512115.31,1708512115.88,10.873806,106.8011398,-0.61,-0.02,10.70,10.718953488512248,6.242068799406913,6.3694578346113735,0.0023318963339086117
1708512116.29,1708512116.88,10.87378597,106.8011932,-0.63,-0.06,11.66,11.67197272196188,7.0681110169295716,7.0681110169295716,0.002720541731510567
1708512117.29,1708512117.87,10.87376499,106.8012543,-1.25,-0.01,10.48,10.552629740706553,7.057804467822209,6.98792528164778,0.002376968648198294
1708512118.3,1708512118.87,10.87374401,106.8013153,-0.39,0.03,11.18,11.190109472208038,7.023596130442543,7.023596130442543,0.002434393754297472
1708512119.3,1708512119.88,10.87372398,106.8013763,-0.77,-0.05,9.96,9.984843653146392,7.033601666179229,7.033601666179229,0.002249077283681355
1708512120.3,1708512120.88,10.87370396,106.8014374,-0.78,0.14,10.11,10.144138154071488,6.929318165788026,6.929318165788026,0.0022849582304333956
1708512121.3,1708512121.89,10.87368679,106.8014984,-0.61,-0.24,9.90,9.91853609830268,7.668598952496798,7.668598952496798,0.002311844965174907
1708512122.3,1708512122.87,10.87367249,106.8015671,-0.81,-0.05,10.75,10.777257561901154,6.848522875521075,6.780715782363386,0.002344578358443034
1708512123.31,1708512123.87,10.87365818,106.8016281,-0.03,-0.22,9.71,9.715913921671667,7.715435191109707,7.872892898924686,0.0020401706901902413
1708512124.29,1708512124.88,10.87364197,106.8016968,-1.07,-0.67,8.31,8.408487775258205,8.572004932700352,8.403926561757382,0.0019598779432069596
1708512125.31,1708512125.88,10.87362385,106.8017731,-0.98,-0.20,9.37,9.42350901852501,7.730487979612504,7.80857364155974,0.0020500738394288167
1708512126.3,1708512126.88,10.87360668,106.8018417,-0.95,-0.18,10.79,10.833034995892065,7.668600923581463,7.668600923581463,0.00244013164040965
1708512127.3,1708512127.88,10.87359238,106.8019104,-0.67,-0.15,10.30,10.322810233221915,8.463052653456932,8.463052653456932,0.0023252039597011455
1708512128.3,1708512128.88,10.87357903,106.8019867,-0.21,-0.09,12.09,12.095545667724132,7.627595208749247,7.704641550779858,0.002724511062968562
1708512129.29,1708512129.87,10.87356663,106.8020554,0.37,0.15,12.87,12.871107394298113,8.445164889141909,8.445164889141909,0.002899203278764087
1708512130.29,1708512130.87,10.87355423,106.8021317,-1.27,0.00,9.49,9.571519239679537,7.5982578510533365,7.5230276463351675,0.002155974549223758
1708512131.3,1708512131.82,10.87354279,106.8022003,-0.67,-0.10,10.50,10.525246632106379,8.386418944672226,8.386418944672226,0.0019056617494988253
1708512132.3,1708512132.87,10.8735342,106.8022766,-0.99,-0.05,9.79,9.845181844717525,7.562361034231592,7.562361034231592,0.0021418064990542055
1708512133.3,1708512133.81,10.87352562,106.8023453,-0.67,-0.02,10.24,10.263902631174082,8.364891897516653,8.364891897516653,0.001787556343849503
1708512134.3,1708512134.82,10.87351894,106.8024216,-1.24,-0.27,8.99,9.075552324789935,8.356089670204634,8.44049453506041,0.001643185525759613
1708512135.29,1708512135.81,10.87351322,106.8024979,-0.48,-0.03,10.71,10.717249984124761,7.494029641614073,7.494029641614073,0.0019404251575695548
1708512136.29,1708512136.8,10.87351131,106.8025665,-0.78,-0.10,9.71,9.745433831059321,8.342612227132609,8.260012184065568,0.0016972600670786889
1708512137.3,1708512137.81,10.8735075,106.8026428,-0.58,-0.40,10.74,10.761327236400204,8.364892401670721,8.364892401670721,0.0018741875737637598
1708512138.3,1708512138.8,10.87350082,106.8027191,-0.84,-0.22,8.84,8.885829855574672,8.348643476299179,8.348643476299179,0.001487458583407185
1708512139.3,1708512139.87,10.87349606,106.8027954,-0.84,0.17,10.52,10.556513129080285,8.337958243238257,8.422179962543524,0.0022965556943315077
1708512140.29,1708512140.9,10.87349319,106.8028717,-1.02,-0.20,9.02,9.07875497173124,9.161757744446591,9.07104735738103,0.0022620022647432724
1708512141.3,1708512141.9,10.87349319,106.8029556,-1.00,-0.12,10.14,10.185666299225774,8.334527000164238,8.334527000164238,0.002455268725452776
1708512142.3,1708512142.88,10.87349129,106.8030319,-1.00,0.25,9.26,9.314047871634653,8.331848871602404,8.331848871602404,0.0020979811216786663
1708512143.3,1708512143.89,10.87349129,106.8031082,-1.29,-0.30,10.53,10.608417624216909,8.386293563856002,8.471003518252745,0.00247264481673011
1708512144.29,1708512144.89,10.87349987,106.8031845,-0.79,0.04,10.16,10.190524710609902,7.538622131008204,7.463982378406225,0.002456439852129853
1708512145.3,1708512145.89,10.87350655,106.8032532,-0.93,0.06,10.06,10.104603315482768,7.5276456857212946,7.603682437582756,0.0023552141231795356
1708512146.29,1708512146.88,10.87351322,106.8033218,-0.84,-0.41,10.59,10.635721481336912,8.331848257471359,8.331848257471359,0.002479008889410507
1708512147.29,1708512147.88,10.87351322,106.8033981,-0.15,-0.20,10.48,10.480085488045157,7.52066603710911,7.596632287537353,0.0024427327410025666
1708512148.28,1708512148.88,10.87351799,106.8034668,-0.33,0.04,10.61,10.613778203594704,9.164218281885036,8.984527895344417,0.002558465682717217
1708512149.3,1708512149.87,10.8735199,106.8035507,-1.17,-0.35,9.77,9.842385804942486,8.35608948415062,8.35608948415062,0.002141198224239556
1708512150.3,1708512150.87,10.87352562,106.803627,-1.25,0.00,9.64,9.72113447883299,8.399106094390342,8.48394546816276,0.0021148201560254472
1708512151.29,1708512151.87,10.87353516,106.8037033,-1.59,-0.23,8.24,8.39210690669115,9.21129714256642,9.304340458417489,0.0018903131730837763
1708512152.28,1708512152.86,10.87354374,106.8037872,-1.01,0.01,12.30,12.346382061154596,8.547794238493712,8.38019058660114,0.002781009454433619
1708512153.3,1708512153.87,10.87356091,106.8038635,-0.77,-0.09,9.50,9.531729760238811,8.364792063290498,8.364792063290498,0.00207361540596243
1708512154.3,1708512154.88,10.87356758,106.8039398,-1.86,-0.03,10.75,10.910055249885565,8.413099177121527,8.4980798950278,0.002457480385132915
1708512155.29,1708512155.88,10.87357807,106.8040161,-1.22,0.05,9.12,9.19662287050101,8.428561842703925,8.345110814147628,0.002143579059355191
1708512156.3,1708512156.87,10.87358952,106.8040924,-1.65,-0.07,9.93,10.066930046223405,8.386290837762308,8.471000764622778,0.0021900475317369805
1708512157.29,1708512157.87,10.8735981,106.8041687,-0.62,-0.27,11.41,11.431788646868286,7.6914437706709915,7.6152909339565005,0.002574998258644081
1708512158.3,1708512158.88,10.87361336,106.8042374,-0.56,-0.28,10.39,10.407228657684684,8.019578703077334,8.019578703077334,0.002344219135839988
1708512159.3,1708512159.88,10.87363911,106.804306,-0.75,-0.03,9.37,9.400282501665101,7.956522151498569,7.956522151498569,0.002117405396530183
1708512160.3,1708512160.88,10.87366295,106.8043747,-1.46,-0.11,9.73,9.840323645309864,7.427933952278087,7.427933952278087,0.002216524278551409
1708512161.3,1708512161.86,10.87369251,106.8044357,-0.87,-0.05,9.98,10.01827233386853,6.642548928805711,6.5767811797294895,0.002103660627984005
1708512162.31,1708512162.87,10.87372112,106.8044891,-1.23,-0.11,10.34,10.411665732885076,7.906403794020325,7.986266381674095,0.0021862663086084154
1708512163.3,1708512163.87,10.87375927,106.8045502,-1.10,-0.11,9.89,9.95549666711254,8.580350620841092,8.580350620841092,0.0021658053451166005
1708512164.3,1708512164.86,10.87380791,106.8046112,-0.66,0.01,9.81,9.836944675840947,9.066154287562629,9.15773151538151,0.002065585015518609
1708512165.29,1708512165.87,10.87386322,106.8046722,-1.42,-0.34,9.42,9.527174146735339,9.517554263676592,9.423321142123154,0.0021459858641073655
1708512166.3,1708512166.87,10.87392426,106.8047333,-1.05,-0.54,12.51,12.563730205104957,9.358722668260425,9.453255129401171,0.002733223157284354
1708512167.29,1708512167.88,10.87398338,106.8047943,-0.73,0.01,9.33,9.35698476481013,8.516215743770205,8.431896855626773,0.0021809567362915984
1708512168.3,1708512168.88,10.87404537,106.8048401,-1.06,-0.15,9.67,9.732445164956692,9.273681941782959,9.273681941782959,0.0021922247453800576
1708512169.3,1708512169.86,10.87411022,106.8048935,-0.81,-0.01,10.44,10.469461012339123,8.950938296546898,9.041351727597826,0.002198402298709202
1708512170.29,1708512170.81,10.87417698,106.8049393,-1.10,-0.16,9.11,9.179019858108791,8.944840869510692,8.85627817224826,0.001661918969967873
1708512171.3,1708512171.87,10.87424374,106.804985,-1.88,-0.13,11.19,11.344247685746092,8.514124699797895,8.514124699797895,0.0024679263220768618
1708512172.3,1708512172.81,10.87431049,106.8050232,-1.87,-0.08,6.33,6.6009445872878265,8.602054095692704,8.602054095692704,0.001149617333329637
1708512173.3,1708512173.82,10.8743782,106.8050613,-2.31,-0.21,9.64,9.913897932812413,8.236896492548183,8.320097387072273,0.0017949732428469652
1708512174.29,1708512174.81,10.87444878,106.8050842,-1.48,-0.12,9.78,9.893935010904409,7.4020089898687536,7.328721841347417,0.0017913588309459395
1708512175.3,1708512175.81,10.87451363,106.8050995,-2.08,-0.07,9.59,9.810915264812625,6.310634682461391,6.374378405727859,0.001708664282075289
1708512176.29,1708512176.81,10.87456989,106.8051071,-1.35,-0.33,10.14,10.235562325105109,5.89092489860977,5.89092489860977,0.0018532125934288433
1708512177.29,1708512177.8,10.87462234,106.8051147,-1.66,-0.05,8.66,8.821070261343321,5.1594782604121185,5.1594782604121185,0.0015362733525271892
1708512178.29,1708512178.8,10.87466812,106.8051224,-1.10,0.07,9.80,9.859762364727098,4.844106555469041,4.7961451497115295,0.001717171469493997
1708512179.3,1708512179.9,10.87471104,106.80513,-1.27,-0.16,10.16,10.241757163490957,4.843011029665576,4.891930285871206,0.002468789504630903
1708512180.29,1708512180.89,10.87475395,106.8051376,-1.87,-0.26,10.68,10.846611715844064,4.856530495624115,4.808446080674288,0.002614590517761798
1708512181.3,1708512181.9,10.87479496,106.8051529,-1.94,-0.21,9.91,10.101904245623945,4.948212951911513,4.99819485277274,0.002435077768420942
1708512182.29,1708512182.89,10.87483883,106.8051605,-1.77,0.06,10.24,10.392499846582847,4.955851133384018,4.9067833467116335,0.002505126233570716
1708512183.3,1708512183.89,10.87488079,106.8051758,-1.53,-0.16,10.01,10.127585585711847,3.0386307007484836,3.0386307007484836,0.002360570906195779
1708512184.3,1708512184.88,10.87490368,106.805191,-1.32,-0.09,8.15,8.257389763980244,3.401454482858062,3.4358125758501012,0.0018599698088230675
1708512185.29,1708512185.88,10.8749094,106.8052216,-1.14,-0.01,11.24,11.294392413937103,3.565597667870727,3.530294753998259,0.002632534073383916
1708512186.3,1708512186.88,10.87492085,106.8052521,-1.16,-0.20,8.57,8.653194998003304,5.436398444017221,5.491311506715145,0.0019491245909635903
1708512187.29,1708512187.87,10.87495232,106.8052902,-1.51,-0.31,10.02,10.136174257155831,5.861909247213051,5.803870596597103,0.002283162492567551
1708512188.3,1708512188.87,10.875,106.8053131,-0.76,-0.33,10.60,10.630636413477585,6.5212320834072175,6.5212320834072175,0.0023126811183975505
1708512189.3,1708512189.87,10.87505817,106.8053207,-0.42,0.10,11.83,11.83279224115011,7.089996439852464,7.019798521582653,0.0025742085543754255
1708512190.31,1708512190.88,10.87512016,106.8053055,-0.65,-0.19,8.74,8.768266489005807,7.133264524711038,7.205317632318963,0.0019075265605321987
1708512191.3,1708512191.89,10.87518024,106.8052826,-0.65,-0.11,11.13,11.151479597892928,7.697555395045123,7.621342047255351,0.0025992234849103574
1708512192.31,1708512192.88,10.87523842,106.8052444,-1.04,-0.46,9.42,9.483246338206717,7.559453460391403,7.635811502596596,0.0020630696264627465
1708512193.3,1708512193.88,10.87529945,106.8052139,-0.38,-0.18,11.35,11.357673005995158,8.051231903130374,8.051231903130374,0.0025583058924728594
1708512194.3,1708512194.88,10.87536144,106.8051758,-0.75,-0.33,10.51,10.537041673174793,8.239314703692154,8.239314703692154,0.002373459403830862
1708512195.3,1708512195.88,10.87542534,106.8051376,-3.48,0.12,1.26,3.707268386411872,7.370379973633729,7.297405983393283,0.0008350589555562596
1708512196.31,1708512196.88,10.87548447,106.8051071,-1.37,-0.36,9.79,9.89034700548413,7.181559314164469,7.328121606522083,0.002151633920969048
1708512197.29,1708512197.87,10.87554169,106.8050766,-0.95,-0.17,10.83,10.876116800892985,8.260024909762427,8.098063788451702,0.002449833765145864
1708512198.31,1708512198.89,10.87560081,106.8050308,-1.36,0.39,10.35,10.44404415604096,8.26090929477104,8.344352742619284,0.002352511794585267
1708512199.3,1708512199.88,10.87565994,106.804985,-1.22,-0.16,11.95,12.017772140551767,8.003295562989225,8.08413685443726,0.002706992644121811
1708512200.29,1708512200.87,10.87571621,106.8049393,-1.02,-0.15,9.61,9.666724425114802,8.398753816158887,8.315597916299613,0.0021774194161892487
1708512201.3,1708512201.87,10.87577057,106.8048859,-0.75,-0.47,12.87,12.898518648795811,8.32225752287645,8.32225752287645,0.0028060559475583135
1708512202.3,1708512202.87,10.87582397,106.8048325,-0.77,-0.18,13.16,13.183863980049416,9.146834026608042,9.146834026608042,0.002868132453060511
1708512203.3,1708512203.87,10.87588024,106.8047714,-1.09,0.20,10.12,10.175770514096492,8.715746675688445,8.803784436089913,0.002213725633891666
1708512204.29,1708512204.87,10.87593079,106.8047104,-0.98,-0.24,10.40,10.448401924590085,8.890679773093776,8.802653323804376,0.0023534914432487694
1708512205.3,1708512205.87,10.8759737,106.8046417,-1.24,-0.21,8.85,8.939609890817383,8.715315955405776,8.715315955405776,0.0019448004988790826
1708512206.3,1708512206.87,10.87601376,106.8045731,-0.81,0.59,8.14,8.198834097330884,8.465679886402906,8.465679886402906,0.0017836456889572415
1708512207.3,1708512207.88,10.87604904,106.8045044,-0.40,0.32,12.41,12.425413697561764,8.369871507943806,8.369871507943806,0.002798813547643598
1708512208.3,1708512208.87,10.87608242,106.8044357,-1.73,-0.54,7.19,7.410518237988189,8.267982331205127,8.267982331205127,0.0016121485995709629
1708512209.3,1708512209.82,10.87611389,106.8043671,-0.49,-0.01,10.84,10.854251087323652,8.107881416655703,8.107881416655703,0.0019652300643931988
1708512210.3,1708512210.82,10.87614155,106.8042984,-0.86,-0.34,9.17,9.214543607194493,8.148538720161024,8.230847112793484,0.0016683507669791574
1708512211.29,1708512211.87,10.87617016,106.8042297,-0.51,-0.02,10.38,10.38762859259888,7.336374792926339,7.336374792926339,0.0023398023147244923
1708512212.29,1708512212.86,10.87619781,106.8041687,0.23,0.18,13.64,13.64752208951037,7.796105500471397,7.796105500471397,0.002969000671428209
1708512213.29,1708512213.81,10.87621689,106.8041,-0.66,0.23,10.33,10.350154588217512,7.877858688444928,7.877858688444928,0.001873960239563394
1708512214.29,1708512214.81,10.87623882,106.8040314,-0.60,-0.21,11.40,11.412599640553225,7.2193988777494225,7.147919748432968,0.0020663225630270917
1708512215.3,1708512215.81,10.87626362,106.8039703,-1.12,-0.73,8.52,8.61859697914277,8.019516523506166,8.019516523506166,0.0015010107031175636
1708512216.3,1708512216.8,10.87628937,106.8039017,-1.17,-0.14,9.52,9.593768087206982,7.140970953532445,7.2131019037807524,0.0016059651062957539
1708512217.29,1708512217.79,10.87631226,106.8038406,-0.47,0.22,9.68,9.690486743880996,6.900612818870159,6.832289984186093,0.0016221554901297542
1708512218.3,1708512218.9,10.87632847,106.8037796,-0.79,-0.15,9.91,9.938576254131357,7.608954719044112,7.608954719044112,0.0023957073337608887
1708512219.3,1708512219.89,10.87633991,106.8037109,-0.73,0.14,10.51,10.539281139564288,6.848464617859229,6.917640961502489,0.0024565302578506603
1708512220.29,1708512220.88,10.87635422,106.8036499,-0.56,-0.04,10.05,10.062731706040617,6.7624047866273465,6.695450347010037,0.0023454545509489946
1708512221.3,1708512221.89,10.87636471,106.8035889,-0.45,-0.25,9.90,9.9132173158375,7.000828760338449,7.000828760338449,0.0023106052458916264
1708512222.3,1708512222.89,10.87638378,106.8035278,-0.71,-0.49,9.39,9.431040910369397,7.209305358342346,7.209305358342346,0.0021982179858907954
1708512223.3,1708512223.89,10.87640858,106.8034668,-0.04,-0.20,11.41,11.410456178614494,6.4961960147425115,6.4961960147425115,0.00265958659679557
1708512224.3,1708512224.88,10.87643433,106.8034134,-0.75,0.10,9.11,9.144434127391595,7.52427088256563,7.52427088256563,0.0020597757744114614
1708512225.3,1708512225.88,10.8764658,106.8033524,-1.63,-0.08,10.48,10.603499422360526,6.969557803504878,6.969557803504878,0.002388428953601542
1708512226.3,1708512226.87,10.87648392,106.8032913,-0.31,-0.19,11.78,11.783856777624022,6.70220747210509,6.635849044940077,0.002563562707963697
1708512227.31,1708512227.89,10.87649059,106.8032303,-0.78,-0.31,10.04,10.073649068513134,7.502623918693068,7.502623918693068,0.00226908062567723
1708512228.31,1708512228.88,10.87649155,106.8031616,-1.04,-0.11,8.61,8.670150902185423,6.664429129609092,6.731746530717327,0.0018861816244383014
1708512229.3,1708512229.88,10.87648964,106.8031006,-0.37,-0.19,9.45,9.460813037648157,8.337832185219806,8.422052631212983,0.0021310398467206627
1708512230.29,1708512230.87,10.87648678,106.8030243,-0.42,0.10,10.04,10.052503834037234,6.661044250966672,6.661044250966672,0.0022643158185705276
1708512231.29,1708512231.88,10.87648678,106.8029633,-0.17,-0.42,10.10,10.106856446107376,8.334471603968957,8.251952161055154,0.0023557392902645523
1708512232.3,1708512232.89,10.87648869,106.802887,0.36,-0.06,10.54,10.546203635010617,8.348560040389414,8.432888848451634,0.0024581437758220046
1708512233.29,1708512233.87,10.87649345,106.8028107,-0.35,-0.19,9.40,9.413683008141806,8.334471416111883,8.25195197505805,0.002120422105602266
1708512234.3,1708512234.88,10.87649536,106.8027344,0.65,-0.09,9.47,9.49771171271153,8.33244873058501,8.33244873058501,0.0021393512409463317
1708512235.3,1708512235.88,10.87649632,106.8026581,-0.88,-0.24,10.12,10.156071391591883,8.337831920407474,8.255279207065298,0.0022876461817284
1708512236.31,1708512236.88,10.87649918,106.8025818,-1.50,-0.10,10.16,10.272478603855385,9.176941602451892,9.364225942697404,0.00223476622248221
1708512237.29,1708512237.87,10.87650394,106.8024979,-1.11,-0.01,10.27,10.329817815969028,8.37485004340088,8.291930814335538,0.0023267804986508095
1708512238.3,1708512238.88,10.87651157,106.8024216,0.40,0.02,10.49,10.497510286835743,9.202610206622005,9.202610206622005,0.0023645549936972526
1708512239.3,1708512239.88,10.87651825,106.8023376,-1.08,-0.21,9.62,9.688237713846618,9.164126138715224,9.164126138715224,0.002182267055754163
1708512240.3,1708512240.88,10.87652016,106.8022537,-1.15,-0.18,8.68,8.759132694254355,8.33783125322753,8.25527854649109,0.001972986964216544
1708512241.31,1708512241.88,10.87652302,106.8021774,-0.80,-0.21,10.50,10.53757733594924,9.162286543921903,9.349271801631321,0.002292438154929347
1708512242.29,1708512242.87,10.87652206,106.8020935,-0.96,-0.11,9.44,9.494507476547806,7.5205123193424726,7.446051871637185,0.0021386277313210638
1708512243.3,1708512243.87,10.8765173,106.8020248,-1.28,-0.39,10.41,10.500464936796316,7.527680233897345,7.527680233897345,0.002284362483034099
1708512244.3,1708512244.87,10.87651062,106.8019562,-1.22,-0.26,9.99,10.065649783076877,6.713182755873348,6.713182755873348,0.0021897690121554245
1708512245.3,1708512245.88,10.87650394,106.8018951,-0.68,-0.15,9.78,9.806614972671365,5.946663241654819,5.946663241654819,0.0022089314295767122
1708512246.3,1708512246.88,10.87649345,106.8018417,-0.81,-0.03,10.47,10.499420222088457,6.691341410799883,6.691341410799883,0.002364985204939351
1708512247.3,1708512247.82,10.87648773,106.8017807,0.38,0.12,11.25,11.260521623007625,6.674503154692051,6.674503154692051,0.0020387878865386357
1708512248.3,1708512248.82,10.87648392,106.8017197,-0.06,-0.18,9.80,9.800212157567476,6.71318334959173,6.71318334959173,0.001774389722011878
1708512249.3,1708512249.82,10.87647724,106.8016586,-0.76,-0.15,10.20,10.233020760698617,7.517898631498284,7.5938369283614255,0.0018527524272928249
1708512250.29,1708512250.82,10.87647152,106.80159,-0.46,-0.51,10.00,10.025228592572507,6.739831268287215,6.673100328640454,0.0018856142720324032
1708512251.3,1708512251.81,10.87646294,106.8015289,-0.42,-0.20,9.68,9.687732362804688,7.5812159785806985,7.657793843990187,0.0016872108071300685
1708512252.29,1708512252.8,10.87645245,106.8014603,-0.81,-0.07,10.02,10.050878762023194,7.592006149281475,7.516837842542205,0.0017504562092929379
1708512253.3,1708512253.8,10.87644196,106.8013916,-0.89,-0.03,11.02,11.05937824754277,6.848462711565386,6.848462711565386,0.0018513034087788438
1708512254.3,1708512254.81,10.87642765,106.8013306,-0.27,-0.04,10.49,10.492014158926356,7.647326050164818,7.647326050164818,0.0018272841377687775
1708512255.3,1708512255.8,10.8764143,106.8012619,-0.07,-0.03,10.76,10.761896001892767,6.9006109681247985,6.9006109681247985,0.0018015058629226469
