time_start,time_end,lat1,lon1,lat2,lon2,s
1708511410.24,1708511411.24,10.87491798,106.8033524,10.87485027,106.8033447,7.5758138295785855
1708511427.24,1708511428.25,10.87373257,106.8032608,10.87367821,106.8032532,6.101262791471347
1708511427.24,1708511429.25,10.87373257,106.8032608,10.87363529,106.8032303,11.318170956479868
1708511428.25,1708511429.25,10.87367821,106.8032532,10.87363529,106.8032303,5.387935758522033
1708511442.23,1708511443.24,10.8735714,106.802681,10.8735714,106.8026581,2.500645975698507
