Lat,Lon,IRI
10.87374973,106.8014297,3.385385297104989
10.87376213,106.8014221,2.8088729800844647
10.87377834,106.8014221,3.270703745261939
10.87380028,106.8014145,3.0993138786162593
10.87382221,106.8014069,3.1089428000680246
10.87384987,106.8013992,3.4707302578480643
10.87388134,106.8013992,2.7868551957091867
10.87391758,106.8013992,2.9610070833355153
10.87395763,106.8014069,3.185893230147318
10.87400246,106.8014069,3.121492280183536
10.87404633,106.8014069,3.309960574672493
10.87408924,106.8014069,3.0954091256746734
10.87413502,106.8014145,3.1116436271876036
10.8741827,106.8014145,3.282445805150881
10.87422657,106.8014145,3.0028100309788504
10.87426567,106.8014221,4.495043029704368
10.87430477,106.8014297,3.9224563562701635
10.87434387,106.8014374,3.4253283788457827
10.87438869,106.801445,3.493523325795774
10.87443638,106.801445,3.064649696795656
10.87448597,106.8014526,3.607955130122475
10.87453747,106.8014603,3.4289839833045606
10.87458992,106.8014679,3.1058135321147904
10.87464428,106.8014755,4.229688160664298
10.87469864,106.8014755,3.5962200336808463
10.87475395,106.8014832,3.1841361948990925
10.87481022,106.8014832,2.764353386048714
10.87486839,106.8014908,2.8233795424124115
10.87492657,106.8014984,2.849857964876442
10.87498665,106.8014984,2.6390517447148785
10.87504673,106.801506,3.4578385658101864
10.87510681,106.801506,2.996574442726559
10.87516785,106.801506,3.329546759465126
10.87522984,106.8015137,3.1438300720571735
10.87529182,106.8015137,2.860983547823971
10.87535477,106.8015213,4.326766319347893
10.87541771,106.8015213,3.685751575170261
10.87548161,106.8015289,3.3024934441827987
10.87554646,106.8015289,1.5408919240516803
10.87561035,106.8015366,3.4472414290191176
10.87567425,106.8015366,3.2399467297278477
10.87573719,106.8015366,2.968688283704495
10.87579823,106.8015442,2.969274915920889
10.87585354,106.8015442,3.2050780302044277
10.87590313,106.8015442,2.8069149521517334
10.87594414,106.8015442,2.899080286678121
10.87597656,106.8015442,1.4109297259748377
10.87600613,106.8015442,3.6761677281687923
10.87603951,106.8015442,3.045800486108665
10.87607574,106.8015518,2.9516465867102157
10.87611485,106.8015594,3.2563269827665966
10.87615681,106.8015594,3.3797607233935985
10.87619972,106.8015671,2.7436113222777694
10.87623978,106.8015747,3.3616779114437465
10.87627506,106.8015747,3.2868198066170784
10.87630081,106.8015823,3.245623454950439
10.8763237,106.8015976,3.4611105820371098
10.87634659,106.8016052,3.553642500772595
10.87636566,106.8016129,3.5304278535175677
10.87638187,106.8016281,3.940934615585054
10.87639809,106.801651,3.619188255367555
10.87641048,106.8016739,3.478436454411279
10.87641907,106.8017044,3.82551860992103
10.87642002,106.8017426,3.6788240037066733
10.87642288,106.8017883,2.7788565210329677
10.8764267,106.8018341,2.463972239725303
10.87642956,106.8018875,2.654471967067042
10.87643433,106.8019409,2.840232656245089
10.87643719,106.802002,2.9882933718760483
10.87643814,106.8020554,3.4269600955888118
10.87644005,106.8021164,2.9962945804049905
10.87644196,106.8021774,3.6782912000389554
10.87644291,106.8022385,3.2135870880120354
10.87644482,106.8023071,2.713259514650045
10.87644386,106.8023682,2.6950193760192205
10.87644577,106.8024292,2.420044607113719
10.87644672,106.8024979,2.9625996461775412
10.87644768,106.8025589,2.9424734294290995
10.87644768,106.8026123,3.11068929406993
10.87644577,106.8026733,2.8139851441015105
10.87644577,106.8027267,1.1012831347820142
10.87644291,106.8027802,3.15731080711944
10.87643814,106.8028336,3.5611915746919487
10.87643147,106.802887,3.2143978494344827
10.87642384,106.8029404,2.783193605235664
10.87641811,106.8029938,3.3940136403030907
10.87641048,106.8030472,3.087391640551019
10.87639904,106.8031082,2.8695066384739336
10.8763876,106.8031616,5.799411258441702
10.8763752,106.803215,2.7916411026409502
10.87636375,106.8032684,4.565067775072543
10.87635326,106.8033142,3.4041314954663497
10.87634182,106.8033524,3.765293111535437
10.87632656,106.8033905,3.1744709283586094
10.87630367,106.8034286,3.7383911024489946
10.87626839,106.8034515,3.5892239391129914
10.87622452,106.8034515,3.6330273362683907
10.87617874,106.8034515,3.1209552338028206
10.87613297,106.8034515,3.0847974751986804
10.87608624,106.8034439,1.2503581928084284
10.87603855,106.8034363,2.735738037914304
10.87599087,106.8034286,2.7239468624432135
10.87594223,106.8034286,2.602880808428589
10.87589264,106.803421,2.799396426202791
10.87584114,106.80341339,2.902708877920855
10.87578773,106.80341339,2.4759735783495826
10.87573242,106.8034058,2.356230444288919
10.87567616,106.8034058,3.043854041658904
10.87561989,106.8033981,3.0378717038250147
10.87556076,106.8033981,3.5358829149428472
10.87550068,106.8033905,2.7928352155007916
10.87543869,106.8033829,2.80022713577732
10.87537575,106.8033829,2.792746166967051
10.87531185,106.8033752,2.8282416463104685
10.875247,106.8033752,2.539314536672403
10.87518311,106.8033676,3.2553565576487458
10.8751173,106.8033676,2.9545473075261355
10.8750515,106.80336,3.08936476821541
10.87498474,106.8033524,3.171490968139278
10.87491798,106.8033524,4.78550718032786
10.87485027,106.8033447,2.918859959694231
10.87478161,106.8033371,3.5863779411644017
10.87471199,106.8033371,2.8504014923988925
10.87464142,106.8033295,3.2481112860845895
10.87457085,106.8033218,2.9695719767314057
