Timestamp,Lat,Lon,avg_ax,avg_ay,avg_az,av,s,v(km/h),IRI
1708513066.57,10.87601662,106.8015594,-0.31,0.22,10.15,10.159484177358612,1.054287226334415,5.750656850334935,2.3088149385953325
1708513067.23,10.87602234,106.8015671,0.24,0.07,9.99,9.99639726768266,1.1211849343571227,3.957123371727236,5.4259191207603585
1708513068.25,10.87602901,106.8015594,0.10,-0.28,10.12,10.124318495582802,2.576910293354853,9.276877056077472,5.281962096451428
1708513069.25,10.87605095,106.8015518,-0.66,-0.23,10.28,10.302037824301236,2.968904541265749,10.688056348556696,5.374680115793381
1708513070.25,10.87607765,106.8015518,-0.57,-0.13,9.91,9.9290642392255,3.0827148753891103,11.209872166156693,5.077012112207993
1708513071.24,10.87610435,106.8015594,-0.54,-0.28,10.17,10.191365762797012,4.4293717478176164,15.94573829214342,5.316941352018173
1708513072.24,10.87614346,106.8015671,-1.08,-0.14,9.25,9.311846248492055,5.08939179253573,18.14040656052379,4.955734340780102
1708513073.25,10.87618923,106.8015671,-1.00,0.02,9.63,9.67815481151007,4.740896719936519,17.23962427006222,4.948715006570798
1708513074.24,10.87623119,106.8015594,-1.09,-0.33,10.04,10.108041628107571,4.636974004476383,16.69310641611498,5.273470285660347
1708513075.24,10.8762722,106.8015671,-1.72,-0.23,9.26,9.415975490858314,4.7389721931078785,16.891386194333837,5.011151585492177
1708513076.25,10.87631416,106.8015747,-1.11,-0.12,11.73,11.780117194285934,4.75747866469938,17.12692319291777,6.145809472422395
1708513077.25,10.87635422,106.80159,-1.18,-0.35,9.17,9.25358624174073,4.652172027217775,16.916989026920213,4.731621057005424
1708513078.24,10.8763895,106.8016129,-1.13,0.12,10.92,10.978605583386061,4.60575399212256,16.416549037823394,5.842778247361749
1708513079.25,10.87641811,106.8016434,-1.88,-0.19,10.16,10.339500578955553,3.8825388995720127,13.977140038459247,5.394224823933401
1708513080.25,10.87644482,106.8016663,-1.23,-0.51,9.81,9.90119254882405,3.0745397217835646,11.068342998420833,5.16555497294689
1708513081.25,10.87647247,106.8016663,-1.87,-0.28,27.26,27.323557703116844,2.8829715793627666,10.48353291487596,13.971309890342596
1708513082.24,10.87649727,106.8016586,-0.62,0.24,10.82,10.84014247548845,2.4502728184333793,8.910082890289893,5.542872250608799
1708513083.23,10.87651348,106.8016434,-0.54,-0.53,10.18,10.209483880741038,4.236958782487355,15.10203144651354,5.4334541743129225
1708513084.24,10.87652016,106.8016052,0.46,-0.37,9.99,10.005610787064539,4.172558962335228,15.02121226440682,5.220031052181769
1708513085.24,10.87652302,106.8015671,-0.40,-0.25,10.18,10.190768425938797,5.029289255164421,18.105441318591915,5.316629715176119
1708513086.24,10.87651825,106.8015213,-0.67,-0.06,10.63,10.648242682350089,5.002358019053632,17.830187166965338,5.6669601840159505
1708513087.25,10.8765173,106.8014755,-0.25,0.19,10.19,10.189706543588214,4.226208622254581,15.368031205611642,5.210285913678182
1708513088.24,10.87651062,106.8014374,-0.48,-0.06,9.73,9.745326515252781,5.946663113599406,21.19602713970191,5.186431131374614
1708513089.25,10.87650013,106.801384,-1.23,-0.24,10.27,10.346249443688295,4.219554150208301,15.343833125676454,5.290330737715928
1708513090.24,10.87649441,106.8013458,-0.16,-0.04,10.37,10.369581717697198,5.865728919445536,20.907548821182033,5.518657723353129
1708513091.25,10.87648869,106.8012924,-0.74,-0.30,9.62,9.65430833295452,6.103699265977286,22.19526984429055,4.936521625851015
1708513092.24,10.87647247,106.801239,-0.97,-0.29,11.46,11.504237373725404,6.135397787933492,22.08743203656057,6.001880105125989
1708513093.24,10.87645531,106.8011856,-0.43,-0.04,11.62,11.630935263427478,5.878262458548325,21.16174485077397,6.067979709894321
1708513094.24,10.87644863,106.8011322,-1.34,0.16,10.15,10.240550547221769,5.112507714990417,18.4050277739655,5.342601564818376
1708513095.24,10.87643909,106.8010864,-1.04,-0.28,9.69,9.753557697327782,4.246049246473497,15.285777287304589,5.0885323377879175
1708513096.24,10.87644672,106.8010483,-1.94,-0.23,10.10,10.288106567036223,5.21689932275951,18.780837561934238,5.367412034207267
1708513097.24,10.87643337,106.8010025,-1.29,-0.25,9.69,9.777233968849913,4.194096760533045,15.09874833791896,5.100884494510343
1708513098.24,10.8764286,106.8009644,-1.51,-0.14,10.08,10.196460987355696,3.3479444409115278,11.933267426817828,5.426523432734526
1708513099.25,10.87640858,106.8009415,-1.38,-0.29,10.32,10.418351730373562,2.282139878757224,8.383370820026427,5.2201221450406665
1708513100.23,10.8763895,106.8009338,-1.03,-0.34,9.87,9.924963887252453,2.7810396474124395,10.011742730684782,5.177956727061553
1708513101.23,10.87636566,106.8009415,-0.01,-0.38,10.22,10.228496109060277,1.817970550041082,6.479895091034645,5.443572420497631
1708513102.24,10.87635899,106.8009567,-0.58,-0.35,9.68,9.700609516932428,0.7427821100084443,2.70102582855698,4.960196734219912
1708513103.23,10.87635231,106.8009567,-0.24,-0.12,10.32,10.326976673849042,2.037616489859835,7.191587745749074,5.605353478240991
1708513104.25,10.8763628,106.800972,0.23,-0.22,10.14,10.148286801229062,4.1940977372246495,15.251264352082169,5.189106824836035
1708513105.24,10.87635803,106.8010101,0.02,-0.14,9.89,9.889375612241654,5.316140481829104,19.138105734584773,5.159389954417336
1708513106.24,10.87637424,106.8010559,-0.55,-0.20,9.73,9.751032423970978,5.029291658551472,18.105449970785298,5.0872148764536425
1708513107.24,10.87637901,106.8011017,-1.88,-0.15,10.28,10.455123943151829,7.8150409114736386,27.85559163065022,5.564183018011095
1708513108.25,10.87639904,106.8011703,-1.28,0.04,10.07,10.153781041781649,5.711128703871952,20.767740541295375,5.191916185835297
1708513109.24,10.87642384,106.8012161,-0.93,0.06,11.35,11.382940573995418,7.6685312475876835,27.06540490936009,6.178517445539493
1708513110.26,10.87643814,106.8012848,-1.64,-0.13,9.51,9.652868600691827,5.8350110068787915,21.43473389380464,4.836576307817969
1708513111.24,10.87644005,106.8013382,-1.89,0.27,10.01,10.191194047368105,5.091429742156871,18.329147071764737,5.316851766295708
1708513112.24,10.87643147,106.801384,-2.53,-0.32,9.30,9.640361623000572,5.381725226644252,19.182387127580995,5.130569156506334
1708513113.25,10.87641335,106.8014297,-1.31,-0.37,12.90,12.974937807600895,6.0279867427631135,21.70075227394721,6.769159794159304
1708513114.25,10.87639999,106.8014832,-2.02,-0.13,10.14,10.33644764897496,4.256710833997398,15.478948338153414,5.285318802121396
1708513115.24,10.87637615,106.8015137,-1.43,-0.74,9.06,9.202095926713895,3.8729927961035853,13.942774065972907,4.8008290053319715
1708513116.24,10.87634468,106.8015289,0.77,-0.16,11.50,11.527018140968732,4.130008603234636,14.86803097164469,6.0137650679666805
1708513117.24,10.87631512,106.8015518,-0.16,-0.40,7.55,7.567150314939494,4.559233430637935,16.250733173540233,4.027212829428261
