Lat,Lon,IRI
10.87480354,106.8014069,1.8493669012626737
10.87479496,106.8014069,2.2916961535353972
10.87478256,106.8014069,1.8517894816533478
10.8747673,106.8014069,2.069976997436092
10.87475014,106.8014069,1.8326473400905632
10.87472534,106.8014069,1.7166313881025452
10.87469864,106.8014069,1.9975732477099228
10.87467098,106.8014069,1.8184902922418227
10.8746376,106.8014069,1.7705150615502638
10.87460327,106.8014069,2.0422560889902703
10.87456512,106.8014069,1.7873411165449795
10.87452316,106.8014069,1.4621333192874395
10.87447834,106.8014069,1.868527194271464
10.87443447,106.8013992,1.6061380125873697
10.87438965,106.8013992,1.8020029406866733
10.87434387,106.8013992,2.0792093750267937
10.87429714,106.8013916,1.7011720113640605
10.87425137,106.8013916,1.9944462919943338
10.87420464,106.801384,1.5945630215844273
10.87415981,106.801384,1.5345886884007909
10.87411499,106.801384,1.7982279363107738
10.87407017,106.8013763,1.90963014810476
10.87402725,106.8013763,1.975579142672585
10.87398815,106.8013687,2.1438778211913405
10.87395382,106.8013535,2.1099557609269
10.87392807,106.8013229,2.127146009747413
10.8739109,106.8012924,1.9232409829125374
10.87390709,106.8012466,2.0974352540618058
10.87390995,106.8012085,1.9773120185304358
10.87392044,106.8011703,2.7466592931704312
10.87393093,106.8011322,1.9325274504747296
10.87393951,106.8010941,2.1928974437650615
10.87395,106.8010635,1.6163308252353092
10.87396049,106.801033,1.511901284687949
10.87396908,106.8010025,1.5389137929201386
10.87398052,106.8009796,1.595904983254316
10.87398624,106.8009567,1.6433807769361053
10.87398815,106.8009338,1.5726569898796934
10.87398338,106.8009109,1.5748062307525017
10.87396908,106.8008957,1.0065871902532304
10.8739481,106.8008881,1.83685773852645
10.87392235,106.8008957,1.9807425550098592
10.87389469,106.8009186,1.8076543273867478
10.8738699,106.8009491,2.2173016040344957
10.87385654,106.8009796,1.5998988802172378
10.87384033,106.801033,2.0634249162034455
10.87382317,106.8010788,2.037453994357016
10.873806,106.8011398,1.9618012967652527
10.87378597,106.8011932,2.3600012656136506
10.87376499,106.8012543,1.8846085264926449
10.87374401,106.8013153,1.8777762403957028
10.87372398,106.8013763,1.6428890227504016
10.87370396,106.8014374,1.8988246973875094
10.87368679,106.8014984,1.7645591643013674
10.87367249,106.8015671,1.6178812618280942
10.87365818,106.8016281,1.4059888070136373
10.87364197,106.8016968,1.8054238150704855
10.87362385,106.8017731,1.9546438920251479
10.87360668,106.8018417,1.6533279918159558
10.87359238,106.8019104,1.785651241126678
10.87357903,106.8019867,2.116539512007895
10.87356663,106.8020554,2.520348434371755
10.87355423,106.8021317,1.825867071287829
10.87354279,106.8022003,1.9990174160222818
10.8735342,106.8022766,1.784077536009565
10.87352562,106.8023453,2.0275733059101473
10.87351894,106.8024216,1.845668573998748
10.87351322,106.8024979,2.2834149163215263
10.87351131,106.8025665,1.7700674725504129
10.8735075,106.8026428,2.282624169413697
10.87350082,106.8027191,1.847695408658711
10.87349606,106.8027954,1.8263330930062391
10.87349319,106.8028717,1.3442876070963705
10.87349319,106.8029556,1.483040764072743
10.87349129,106.8030319,1.581764544999151
10.87349129,106.8031082,1.7612695567440189
10.87349987,106.8031845,1.6765708151598198
10.87350655,106.8032532,1.544500843120708
10.87351322,106.8033218,1.5688242297896482
10.87351322,106.8033981,2.089455697779491
10.87351799,106.8034668,1.7404968274151182
10.8735199,106.8035507,1.8184119023008394
10.87352562,106.803627,1.7111475704506367
10.87353516,106.8037033,1.5735327131012027
10.87354374,106.8037872,2.037087597745886
10.87356091,106.8038635,1.6096232798881296
10.87356758,106.8039398,2.133014107657841
10.87357807,106.8040161,1.5400083641886877
10.87358952,106.8040924,1.9794670274207242
10.8735981,106.8041687,2.2430055951984933
10.87361336,106.8042374,1.7680871600436259
10.87363911,106.804306,1.842831812093689
10.87366295,106.8043747,1.6220341508134144
10.87369251,106.8044357,1.90431796877015
10.87372112,106.8044891,1.8353853307325956
10.87375927,106.8045502,1.8332204459070325
10.87380791,106.8046112,1.7706657415356257
10.87386322,106.8046722,1.5819225802400607
10.87392426,106.8047333,2.382897702485487
10.87398338,106.8047943,2.2315860953213313
10.87404537,106.8048401,2.325660255127248
10.87411022,106.8048935,1.7805328013316442
10.87417698,106.8049393,1.4509645692166735
10.87424374,106.804985,2.6224808553592696
10.87431049,106.8050232,2.0518886115438693
10.8743782,106.8050613,1.885961653684059
10.87444878,106.8050842,1.6339841850573014
10.87451363,106.8050995,2.2266419599723055
10.87456989,106.8051071,2.0153413752052947
10.87462234,106.8051147,1.9228055447275785
10.87466812,106.8051224,2.16883458837832
10.87471104,106.80513,1.477811883759073
10.87475395,106.8051376,1.6580641513134076
10.87479496,106.8051529,1.5898833726274202
10.87483883,106.8051605,1.3944208628061148
10.87488079,106.8051758,1.573879608048169
10.87490368,106.805191,1.8788154660784184
10.8749094,106.8052216,2.5241360230863386
10.87492085,106.8052521,1.6115010191993364
10.87495232,106.8052902,1.5426687335810239
10.875,106.8053131,1.8628551275913618
10.87505817,106.8053207,2.3228545985447338
10.87512016,106.8053055,1.2846386108654844
10.87518024,106.8052826,1.808370033271043
10.87523842,106.8052444,1.2996340210021307
10.87529945,106.8052139,2.223774169739435
10.87536144,106.8051758,1.8203549850995733
10.87542534,106.8051376,1.8745384631762911
10.87548447,106.8051071,1.720331468568197
10.87554169,106.8050766,1.9492707173818071
10.87560081,106.8050308,1.6381472699961732
10.87565994,106.804985,2.6900283085717906
10.87571621,106.8049393,3.2577322193854776
10.87577057,106.8048859,1.8641130567174318
