Lat,Lon,IRI
10.87347698,106.8018188,8.510354337791163
10.8734808,106.8018265,3.375562797754262
10.87349033,106.8018265,2.989217107857389
10.87350178,106.8018265,3.3466699641319333
10.87351894,106.8018188,2.5281535201372978
10.87354088,106.8018112,2.3533259781910294
10.87356567,106.8017883,2.147755463766446
10.87358952,106.8017654,2.45262819750962
10.87361336,106.8017349,2.404964967286305
10.87363529,106.8017044,3.2641511784636013
10.87365913,106.8016663,4.637430086410794
10.87368298,106.8016281,2.0986436487059548
10.87370491,106.80159,2.100799953516831
10.87372494,106.8015518,2.6053215945027213
10.87374592,106.8015213,3.108391553174294
10.8737669,106.8014908,6.877094812652449
10.87378883,106.8014679,1.0019617093839988
10.87381554,106.801445,3.0217100100833876
10.87384701,106.8014374,2.8642535639649545
10.87388706,106.8014297,3.7803085464914092
10.87393093,106.8014297,3.784546538460664
10.87398052,106.8014297,2.9473461310773637
10.87403393,106.8014297,2.9064741372689116
10.87409019,106.8014297,2.6687621757763225
10.87414742,106.8014297,2.7424513093501606
10.87420464,106.8014297,2.4364967618871596
10.87425995,106.8014374,1.2079901309210763
10.8743124,106.8014374,1.1945396726479023
10.87436581,106.801445,3.0520328725289247
10.87442398,106.8014526,2.365297169188177
10.87448788,106.8014526,2.8897185325846486
10.87455559,106.8014603,2.7598111635994043
10.87462711,106.8014679,4.028883491619283
10.87470055,106.8014755,3.2729495315930537
10.87477684,106.8014755,2.598510169656539
10.87485409,106.8014832,2.964954522465113
10.87493229,106.8014832,2.396328389553426
10.87500954,106.8014908,3.0710021171498245
10.87508583,106.8014984,3.125431211484779
10.87516308,106.801506,4.178844581827066
10.87523937,106.8015137,3.0961922044513623
10.87531471,106.8015137,2.971662893073099
10.8753891,106.8015289,2.553286141709533
10.87546349,106.8015289,3.3781533195729057
10.87553787,106.8015366,1.4013015328550897
10.87561035,106.8015442,2.3525024824218552
10.87567997,106.8015442,2.545817524214186
10.87574673,106.8015442,2.4292154457100925
10.87580872,106.8015518,2.417758479466979
10.87586498,106.8015518,1.8513334872506146
10.87591553,106.8015594,3.5918068086820014
10.87596607,106.8015594,1.091764864101706
