Timestamp,Lat,Lon,avg_ax,avg_ay,avg_az,av,s,v(km/h),IRI
1708511339.25,10.87603951,106.8015442,-0.70,-0.44,9.83,9.868120388402241,4.11318514447766,14.957036744927432,11.186574494529415
1708511340.24,10.87607574,106.8015518,-0.48,-0.35,10.19,10.208929914540505,4.427311861973474,15.938322703104507,11.807895601701793
1708511341.24,10.87611485,106.8015594,-1.09,-0.29,10.48,10.541915543834211,4.665739121964608,16.966323916433446,11.950393682340636
1708511342.23,10.87615681,106.8015594,-1.12,0.09,10.31,10.371559000994553,4.8448935014854015,17.26892749508591,12.237115637387864
1708511343.24,10.87619972,106.8015671,-1.89,-0.47,10.24,10.422602841900865,4.531117762457511,16.47679170475971,11.815139918119273
1708511344.23,10.87623978,106.8015747,-1.53,0.16,10.70,10.805094220371755,3.922957011956163,13.845730889341711,13.002329511336876
1708511345.25,10.87627506,106.8015747,-1.42,-0.39,9.30,9.412617713591805,2.981115118755092,10.840418509228327,10.670213282498299
1708511346.24,10.87630081,106.8015823,-0.74,-0.36,10.73,10.761454491739384,3.0446048663772927,10.960577518958253,12.446958909957687
1708511347.24,10.8763237,106.8015976,-1.63,-0.29,10.34,10.469025742637184,2.6771333147870497,9.542257449738058,12.35211395038651
1708511348.25,10.87634659,106.8016052,-0.79,0.07,9.58,9.616334049707069,2.2811062325742153,8.29493167490964,10.90114763270995
1708511349.24,10.87636566,106.8016129,-1.73,-0.15,10.08,10.227916590282588,2.4502733157215353,8.820983936597527,11.829856050726582
1708511350.24,10.87638187,106.8016281,-0.77,-0.38,10.50,10.538617345532362,3.0831832714150673,10.989564239503855,12.434223158070507
1708511351.25,10.87639809,106.801651,-0.52,-0.18,10.24,10.256157364670692,2.8550276614521457,10.278099581227725,11.862520014381674
1708511352.25,10.87641048,106.8016739,-0.54,-0.24,10.39,10.410157566317405,3.464783118684929,12.599211219303337,11.801031861372934
1708511353.24,10.87641907,106.8017044,-0.78,-0.03,10.29,10.32301877682428,4.172680744109468,15.021650678794085,11.939853543076731
1708511354.24,10.87642002,106.8017426,-0.30,0.03,10.18,10.184401198783254,5.00044726324798,18.00161014769273,11.779525094966028
1708511355.24,10.87642288,106.8017883,-0.36,-0.43,10.22,10.230885811590115,5.019249697451603,18.069298910825772,11.833290324006065
1708511356.24,10.8764267,106.8018341,-0.52,-0.20,9.94,9.952916606683283,5.839810343466378,21.02331723647896,11.511784409135096
1708511357.24,10.87642956,106.8018875,-0.87,-0.04,9.42,9.46455622254926,5.855217569262799,21.291700046760205,10.729091161640332
1708511358.23,10.87643433,106.8019409,-0.99,0.04,10.52,10.563566960964252,6.67953994728757,23.808261423057946,12.463660519331153
1708511359.24,10.87643719,106.802002,-1.24,-0.30,10.77,10.843351202747353,5.832101364195419,20.99556491110351,12.541682629465988
1708511360.24,10.87643814,106.8020554,-1.13,-0.15,10.24,10.301754300441585,6.664430279435863,23.754405180701752,12.154755001670713
1708511361.25,10.87644005,106.8021164,-1.55,-0.32,10.01,10.13331757125967,6.664430236791898,23.991948852450836,11.720440534115477
1708511362.25,10.87644196,106.8021774,-0.55,0.08,10.41,10.42137253702964,6.672801179543539,24.264731328232557,11.813745235388298
1708511363.24,10.87644291,106.8022385,0.20,-0.02,9.73,9.73539946677987,7.493956035873161,26.71113067710948,11.486528596108403
1708511364.25,10.87644482,106.8023071,-1.92,-0.90,8.87,9.117543833486932,6.67281883404308,24.264795526412087,10.335715342539801
1708511365.24,10.87644386,106.8023682,-1.19,-0.32,9.45,9.527977953841459,6.664430151727215,23.991948546217976,11.020290071149931
1708511366.24,10.87644577,106.8024292,-1.26,-0.24,9.60,9.684958555524242,7.502609307877978,27.00939350836072,11.201857637161188
1708511367.24,10.87644672,106.8024979,-1.46,-0.27,10.00,10.106720536355995,6.661900421121585,23.745387863852844,11.924640057130405
1708511368.25,10.87644768,106.8025589,-2.45,-0.48,11.01,11.286471375550072,5.831144421559571,21.20416132868264,12.794427697837115
1708511369.24,10.87644768,106.8026123,-1.39,-0.41,9.54,9.652332619631384,6.664430107532225,23.754404567975907,11.388520320390958
1708511370.25,10.87644577,106.8026733,-1.26,-0.10,9.66,9.743597470476018,5.831144457357722,21.420530242779193,10.82340188702095
1708511371.23,10.87644577,106.8027267,-0.17,-0.56,5.52,5.549047215513667,5.850713599237486,20.854028867459867,6.547167349388302
1708511372.24,10.87644291,106.8027802,-1.15,0.17,7.16,7.259183073107391,5.855217402171362,20.870082026583678,8.564909353556732
1708511373.25,10.87643814,106.8028336,-0.73,-0.08,13.72,13.741285015925143,5.8781223881746625,21.374990296546457,15.577222655478375
1708511374.24,10.87643147,106.802887,-1.36,-0.22,9.60,9.702314443242681,5.892542890158472,21.00312337116029,11.447492491810927
1708511375.25,10.87642384,106.8029404,-0.76,-0.20,9.87,9.895836807016934,5.8658509653063104,21.3303669410914,11.217994032329056
1708511376.24,10.87641811,106.8029938,-0.73,-0.17,9.51,9.540928501286796,5.892543148664266,21.003124292567087,11.257077682063079
1708511377.25,10.87641048,106.8030472,-2.18,-0.26,10.26,10.492305249297909,6.781422926395658,24.41312253502437,12.135654377295596
1708511378.25,10.87639904,106.8031082,-2.15,-0.35,9.46,9.710682548387396,5.968284479607723,21.485824126587804,11.231610630347516
1708511379.25,10.8763876,106.8031616,-2.48,-0.34,9.54,9.868558095734599,5.9919443364758225,21.57099961131296,11.414213312190029
1708511380.25,10.8763752,106.803215,-0.86,0.03,9.70,9.739447565898637,5.968522032989079,21.486679318760686,11.264880946296115
1708511381.25,10.87636375,106.8032684,-1.61,-0.16,10.37,10.490823238536727,5.13546724023575,18.674426148237874,11.892475065946448
1708511382.24,10.87635326,106.8033142,-1.55,-0.30,9.67,9.803492716600774,4.360994862322353,15.544140250099943,11.56686993843737
1708511383.25,10.87634182,106.8033524,-1.49,0.07,9.77,9.877517400642734,4.493148398675299,16.175334235231077,11.424575861243126
1708511384.25,10.87632656,106.8033905,-1.18,0.11,8.95,9.027708119389379,4.877237356074099,17.55805448186676,10.441665863976432
1708511385.25,10.87630367,106.8034286,-0.85,-0.03,10.56,10.592664521576555,4.652172413949874,16.747820690219545,12.251732342336888
1708511386.25,10.87626839,106.8034515,-0.43,-0.27,9.83,9.839566668416971,4.878121432030591,17.919629401551347,10.930006578074474
1708511387.23,10.87622452,106.8034515,-0.98,-0.17,10.15,10.19489809768701,5.090503741566082,17.96648412972685,12.268048912586648
1708511388.25,10.87617874,106.8034515,-0.22,-0.14,9.38,9.383508139283517,5.08939179253573,18.506879067306343,10.63721445306707
1708511389.24,10.87613297,106.8034515,-0.48,-0.06,10.53,10.541170403204179,5.2619954805817635,18.755627632635598,12.437235440212076
1708511390.25,10.87608624,106.8034439,0.07,-0.42,12.54,12.547314860322972,5.367433039682405,19.5179381381001,14.223729227734417
1708511391.24,10.87603855,106.8034363,-1.29,-0.44,7.31,7.438044646495833,5.368034064080466,19.324922630689677,8.603022589226265
1708511392.24,10.87599087,106.8034286,-0.44,-0.08,9.66,9.667528755835068,5.408521232149882,19.470676435739577,11.18169790868708
1708511393.24,10.87594223,106.8034286,-0.01,-0.13,9.92,9.923737775081094,5.576258473918239,20.07453050610566,11.478035465786238
1708511394.24,10.87589264,106.803421,-0.46,-0.15,9.77,9.778643964158722,5.786518578401023,20.831466882243685,11.310216449869177
1708511395.24,10.87584114,106.80341339,-0.56,-0.31,10.02,10.035943261241423,5.938921031915512,21.168431600766077,11.841131907584787
1708511396.25,10.87578773,106.80341339,-0.40,-0.17,10.05,10.063618653752895,6.2057861103409335,22.566494729309593,11.408192778743565
1708511397.24,10.87573242,106.8034058,-0.13,-0.31,9.46,9.464542961463472,6.255826573115299,22.520975663215076,10.946919622555981
1708511398.24,10.87567616,106.8034058,-0.21,0.06,10.18,10.18370948012119,6.3131816457805625,22.50242984099992,12.015477182731743
1708511399.25,10.87561989,106.8033981,-0.68,0.23,9.84,9.867619604882764,6.574956012375788,23.669841644552836,11.41312783094034
1708511400.25,10.87556076,106.8033981,-0.57,0.04,10.73,10.748362278350442,6.731941629184617,24.234989865064623,12.431816138855726
1708511401.25,10.87550068,106.8033905,-0.15,-0.06,9.16,9.161441237903322,6.942753301590335,24.993911885725204,10.596344827895418
1708511402.25,10.87543869,106.8033829,-0.68,-0.24,9.44,9.46430677745485,6.9986086829469105,25.19499125860888,10.94664644641118
1708511403.25,10.87537575,106.8033829,-0.66,-0.37,10.04,10.065427213983519,7.154932947806636,25.757758612103892,11.641916902570385
1708511404.25,10.87531185,106.8033752,-0.69,-0.03,9.89,9.915637901819531,7.210990992836066,26.22178517589839,11.240440700322976
1708511405.24,10.875247,106.8033752,-0.92,0.03,7.81,7.863467923109864,7.152553511988894,25.74919264316002,9.095077454804063
1708511406.24,10.87518311,106.8033676,-0.64,-0.46,10.48,10.50805233565616,7.317738122561064,26.34385724121983,12.15386783877547
1708511407.24,10.8751173,106.8033676,-0.63,-0.56,9.51,9.549138559169732,7.363542627994951,26.246290803055402,11.266764502308089
1708511408.25,10.8750515,106.80336,-0.35,0.03,10.51,10.51087175261881,7.469619332605171,27.16225185690828,11.915202210271463
1708511409.24,10.87498474,106.8033524,-0.47,-0.24,9.86,9.87423274093852,7.423373302902049,26.724143890447376,11.420776744274045
1708511410.24,10.87491798,106.8033524,-0.18,-0.24,10.93,10.937375777072347,7.5758138295785855,27.27292978648291,12.650433729426299
1708511411.24,10.87485027,106.8033447,-0.02,-0.38,11.41,11.416175415221648,7.679617606589733,27.64662338372304,13.204224987543089
1708511412.24,10.87478161,106.8033371,-0.56,-0.37,10.06,10.082244018294958,7.741390792955355,27.869006854639277,11.661367625743722
1708511413.24,10.87471199,106.8033371,-0.64,-0.09,9.49,9.508688424570215,7.890789566471584,28.69377996530555,10.779119753315728
1708511414.23,10.87464142,106.8033295,-0.90,-0.08,10.57,10.608548439819653,7.891945538706119,28.129707136245365,12.516732922259342
1708511415.24,10.87457085,106.8033218,-0.59,-0.20,9.58,9.60166160388688,7.891895390960427,28.410823407457535,11.105514365426792
1708511416.24,10.87450027,106.8033142,-0.20,-0.39,10.63,10.64085353197237,7.9958466571057185,28.78504796558059,12.307468918909194
1708511417.24,10.87442875,106.8033066,-0.61,-0.24,10.08,10.104859804404349,7.996952622171343,29.07982743685858,11.454944053134664
1708511418.23,10.87435722,106.803299,-0.69,-0.28,10.18,10.2073112413494,8.059408283185492,28.72660405289705,12.043324248092688
1708511419.24,10.87428474,106.803299,-1.00,-0.50,10.79,10.849504212942943,8.102044758261279,29.46198065532249,12.299078479974638
1708511420.23,10.87421227,106.8032913,-0.30,-0.17,10.54,10.545755596974127,8.10202490410949,28.878504881387176,12.442645383536632
1708511421.24,10.87413979,106.8032837,-0.70,-0.41,10.09,10.124586822845332,7.953773102844508,28.63358317024023,11.710342339038792
1708511422.24,10.87406826,106.8032837,-0.00,0.15,11.34,11.34432518437694,7.741390792955355,28.150511703207147,12.860011204803104
1708511423.23,10.87399864,106.8032837,-0.96,-0.24,9.77,9.823220223305368,7.785748394241959,27.47911249352307,11.820789675765564
1708511424.25,10.87392902,106.8032761,-0.82,-0.03,9.56,9.591413550092025,7.785814518533299,28.312052521934447,10.872897569434247
1708511425.24,10.87385941,106.8032684,-2.30,-0.78,2.30,3.34145219594382,7.423373302725218,26.724143889810787,3.8648045405410834
1708511426.24,10.87379265,106.8032684,-0.96,-0.09,9.79,9.838657033468653,6.731942235719144,24.234992048588918,11.379629019362882
1708511427.24,10.87373257,106.8032608,-1.64,0.12,11.46,11.573402577557829,6.101262791471347,21.747075501676363,13.655137636110172
1708511428.25,10.87367821,106.8032532,-1.38,-0.03,10.82,10.910717535655353,5.387935758522033,19.39656873067932,12.619600161734889
1708511429.25,10.87363529,106.8032303,-0.21,0.12,11.40,11.398254520866297,4.652184440284945,16.747863985025802,13.183497247083656
1708511430.25,10.87360001,106.8032074,-1.17,-0.26,9.59,9.661674866424029,5.611704321362827,20.202135556906175,11.174927158411771
1708511431.25,10.87357712,106.8031616,-0.88,-0.06,8.96,9.001730672600731,4.3829889630903125,15.938141530431478,10.204428684016356
1708511432.24,10.87356472,106.8031235,-0.49,-0.20,9.48,9.4932617349016,5.839866273186418,21.23587715247475,10.76163194344012
1708511433.23,10.87356186,106.8030701,-0.41,-0.14,10.68,10.691532125176142,5.002407568285223,18.008667245826803,12.366085007255432
1708511434.23,10.87356281,106.8030243,-0.67,-0.30,9.54,9.572420630890282,5.832177802024297,20.584157333234426,11.518989536370041
1708511435.25,10.87356377,106.8029709,-0.55,-0.17,10.76,10.773392507056963,5.001292079332695,18.186516476926837,12.21279768542739
1708511436.24,10.87356377,106.8029251,-1.41,-0.07,10.35,10.445174058440152,5.011392753646907,17.862390181661283,12.323972007826328
1708511437.25,10.87356663,106.8028793,-0.58,0.04,9.76,9.772191128116788,4.990372178879622,18.146807748389087,11.077828373267101
1708511438.24,10.87356663,106.8028336,-1.47,-0.04,10.30,10.407289112284076,5.001292029825978,17.826387601365546,12.279272607573805
1708511439.25,10.87356663,106.8027878,-1.40,-0.15,10.01,10.106249166838419,5.002407489881242,18.190572515246114,11.456519044699103
1708511440.24,10.87356758,106.802742,-1.58,-0.25,10.16,10.284201746151986,3.3457031838889,12.044531462000041,11.894956825244073
1708511441.24,10.87357044,106.8027115,-1.59,-0.24,10.14,10.262978774865188,3.3322649171690464,12.1173268547967,11.634188891304383
1708511442.23,10.8735714,106.802681,-1.39,-0.43,11.05,11.146553278928874,2.500645975698507,8.91319366090838,13.151509953274878
1708511443.24,10.8735714,106.8026581,-1.75,-0.13,10.68,10.822399225680043,1.674073415080592,6.026664294290131,12.517449065328409
1708511444.24,10.87357235,106.8026428,-2.35,-0.26,9.12,9.423887496970428,1.6631754685116653,5.987431686641996,10.89989652763897
1708511445.24,10.8735714,106.8026276,-1.59,-0.35,9.83,9.964325812060187,0.10674712954816815,0.38817137643587335,11.295633676639943
1708511446.23,10.87357044,106.8026276,-0.72,-0.37,9.85,9.885977796859551,0.0,0.0,22.7326565882533
